Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Daytime,Time_Difference_Minutes,Order_Hour,Order_Minute,Picked_Hour,Picked_Minute,onground_dist(KM)
21,4.6,21.160437,72.774209,21.170437,72.784209,Fog,Low,1,Buffet,scooter,0,No,Metropolitian,11,morning,15,10,35,10,50,3.1
30,4.8,13.005801,80.250744,13.015801,80.260744,Windy,Low,1,Drinks,scooter,1,No,Metropolitian,27,morning,15,10,55,11,10,3.3
29,4.7,13.049645,80.242268,13.099645,80.292268,Sunny,Medium,1,Drinks,scooter,1,No,Urban,14,evening,10,18,45,18,55,10
20,4.4,12.311072,76.654878,12.381072,76.724878,Sandstorms,Jam,0,Drinks,motorcycle,1,No,Urban,34,night,15,21,55,22,10,17
28,4.6,22.745536,75.893106,22.785536,75.933106,Cloudy,Medium,1,Snack,motorcycle,0,No,Metropolitian,10,afternoon,5,16,20,16,25,12.8
26,4.5,19.879631,75.323403,19.939631,75.383403,Windy,Jam,1,Snack,scooter,1,No,Urban,19,night,5,21,40,21,45,14.6
25,4.8,18.536562,73.896485,18.566562,73.926485,Stormy,Jam,1,Snack,motorcycle,1,No,Urban,19,evening,10,19,25,19,35,7.5
39,5,17.429585,78.392621,17.479585,78.442621,Fog,Jam,2,Buffet,electric_scooter,1,No,Metropolitian,39,night,10,21,15,21,25,16.2
31,4.2,26.905287,75.794592,26.935287,75.824592,Windy,Low,0,Buffet,motorcycle,0,No,Urban,24,night,5,23,50,23,55,6.5
34,4.4,26.474986,80.342796,26.554986,80.422796,Fog,Low,1,Meal,motorcycle,1,No,Urban,35,night,10,23,25,23,35,22.2
26,4.5,21.173343,72.792731,21.213343,72.832731,Cloudy,High,2,Buffet,motorcycle,0,No,Metropolitian,22,afternoon,15,14,15,14,30,8.6
35,4.1,23.351058,85.325731,23.421058,85.395731,Fog,Medium,1,Snack,motorcycle,1,No,Metropolitian,38,evening,15,18,10,18,25,14.7
29,5,13.027018,80.254791,13.117018,80.344791,Cloudy,Low,2,Buffet,scooter,1,No,Urban,24,night,10,22,55,23,5,20.1
22,3.5,23.351058,85.325731,23.381058,85.355731,Sunny,Jam,0,Buffet,motorcycle,1,No,Urban,41,evening,10,19,20,19,30,5.8
35,4.9,17.440827,78.393391,17.490827,78.443391,Windy,Medium,1,Meal,scooter,1,No,Metropolitian,32,evening,15,17,55,18,10,14
27,4.8,12.933284,77.615428,13.023284,77.705428,Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,35,evening,15,19,20,19,35,19.5
20,4.7,26.910262,75.783013,27.040262,75.913013,Windy,Jam,1,Drinks,scooter,1,No,Metropolitian,27,night,15,21,20,21,35,24.2
33,4.6,13.081878,80.248519,13.131878,80.298519,Sunny,Jam,2,Drinks,scooter,1,No,Urban,18,evening,5,19,20,19,25,11.8
39,4.9,11.022169,76.999594,11.152169,77.129594,Stormy,Jam,1,Meal,motorcycle,1,No,Metropolitian,27,evening,15,20,35,20,50,30.3
36,4.5,25.450377,81.834236,25.480377,81.864236,Sunny,Jam,2,Snack,scooter,1,No,Metropolitian,24,evening,5,20,35,20,40,6.4
27,4.7,21.186438,72.794115,21.196438,72.804115,Cloudy,Low,2,Buffet,motorcycle,0,No,Metropolitian,19,morning,15,8,20,8,35,2.9
35,4.8,23.359407,85.325055,23.419407,85.385055,Sunny,Jam,1,Meal,scooter,1,No,Metropolitian,23,night,5,21,45,21,50,11.6
27,4.5,22.577821,88.400581,22.707821,88.530581,Cloudy,Medium,2,Drinks,motorcycle,0,No,Metropolitian,29,evening,10,18,15,18,25,29.1
28,4.6,18.569156,73.774723,18.589156,73.794723,Windy,Low,2,Drinks,electric_scooter,1,No,Metropolitian,10,morning,5,9,15,9,20,8
24,4.8,18.536718,73.830327,18.556718,73.850327,Cloudy,Low,2,Snack,electric_scooter,1,No,Metropolitian,13,morning,5,9,35,9,40,6
30,5,22.311844,73.165081,22.341844,73.195081,Sunny,Jam,0,Meal,motorcycle,1,No,Urban,21,evening,10,19,10,19,20,7.5
38,4.7,23.353783,85.326967,23.363783,85.336967,Fog,High,1,Meal,scooter,2,Yes,Metropolitian,39,morning,10,11,20,11,30,2.4
31,4.7,12.311072,76.654878,12.421072,76.764878,Sunny,Medium,1,Buffet,scooter,1,No,Metropolitian,16,evening,15,17,40,17,55,27.4
28,4.9,21.186608,72.794136,21.196608,72.804136,Sandstorms,Low,1,Buffet,motorcycle,1,No,Metropolitian,15,morning,5,8,50,8,55,2.9
36,3.7,23.359033,85.325347,23.429033,85.395347,Windy,Medium,1,Drinks,scooter,0,No,Metropolitian,33,evening,5,17,20,17,25,17
31,4.9,22.732225,75.874765,22.822225,75.964765,Sandstorms,Low,2,Drinks,electric_scooter,0,No,Metropolitian,17,night,10,23,15,23,25,18.5
34,5,11.024839,77.007003,11.064839,77.047003,Stormy,Medium,0,Snack,motorcycle,1,No,Metropolitian,38,afternoon,10,16,45,16,55,7.5
36,4.8,22.760072,75.892574,22.890072,76.022574,Windy,Low,1,Snack,scooter,1,No,Metropolitian,25,night,15,22,40,22,55,27.9
32,4.6,12.934365,77.616155,12.994365,77.676155,Cloudy,Medium,1,Meal,scooter,0,No,Urban,16,evening,15,17,10,17,25,19.2
36,5,18.536718,73.830327,18.576718,73.870328,Windy,High,0,Buffet,motorcycle,1,Yes,Semi-Urban,49,afternoon,5,12,20,12,25,10.9
30,4.7,11.025083,77.015393,11.085083,77.075393,Cloudy,Low,2,Snack,scooter,1,No,Metropolitian,18,night,15,23,20,23,35,15.6
25,4.3,15.546594,73.760431,15.556594,73.770431,Stormy,Low,0,Buffet,motorcycle,0,No,Metropolitian,24,morning,5,10,30,10,35,3
38,4.7,12.337928,76.617889,12.387928,76.667889,Sandstorms,Jam,2,Meal,electric_scooter,1,No,Metropolitian,29,evening,15,20,40,20,55,14.5
33,4.9,22.744648,75.894377,22.834648,75.984377,Windy,Low,0,Buffet,motorcycle,1,No,Metropolitian,22,night,5,23,15,23,20,19.4
33,4.8,12.970324,77.645748,13.080324,77.755748,Fog,Jam,0,Drinks,motorcycle,1,No,Metropolitian,40,night,10,21,30,21,40,24.1
31,4.7,12.972793,80.249982,12.992793,80.269982,Windy,Low,2,Buffet,scooter,1,No,Urban,21,morning,15,10,30,10,45,5.2
37,4.6,15.157944,73.950889,15.247944,74.040889,Fog,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,48,evening,5,19,10,19,15,24.5
38,4.6,12.284747,76.625861,12.374747,76.715861,Windy,Jam,0,Meal,motorcycle,1,No,Metropolitian,36,evening,15,20,25,20,40,22.9
29,4.7,19.178321,72.834715,19.198321,72.854715,Windy,High,1,Snack,scooter,1,No,Metropolitian,25,morning,5,11,20,11,25,4.4
28,4,13.027018,80.254791,13.077018,80.304791,Sandstorms,Jam,0,Meal,motorcycle,1,No,Metropolitian,34,night,15,21,25,21,40,21.7
36,4.9,13.064181,80.236442,13.094181,80.266442,Stormy,Jam,1,Buffet,scooter,0,No,Metropolitian,30,night,15,21,10,21,25,7.4
30,4.7,26.902908,75.792934,26.942908,75.832934,Fog,Medium,2,Snack,motorcycle,1,No,Metropolitian,15,evening,15,16,50,17,5,7.9
29,4.9,18.543626,73.905101,18.613626,73.975101,Cloudy,Medium,1,Buffet,scooter,1,No,Urban,30,evening,15,18,35,18,50,17.3
39,3.6,11.016298,76.972076,11.126298,77.082076,Cloudy,Low,2,Snack,motorcycle,0,No,Metropolitian,35,night,10,22,15,22,25,25.9
32,4.7,12.323978,76.627961,12.353978,76.657961,Sunny,Medium,2,Buffet,motorcycle,0,No,Metropolitian,20,evening,15,17,55,18,10,8.8
30,4.6,11.008638,76.984311,11.118638,77.094311,Sunny,Medium,1,Meal,scooter,0,No,Metropolitian,17,evening,15,17,50,18,5,25.6
30,4.6,13.049645,80.242268,13.069645,80.262268,Windy,Low,2,Drinks,scooter,1,No,Metropolitian,22,morning,10,9,55,10,5,4.7
21,4.8,19.254567,72.848923,19.314567,72.908923,Fog,Jam,0,Drinks,motorcycle,0,No,Metropolitian,27,evening,15,19,35,19,50,13.5
38,4.6,12.934365,77.616155,12.974365,77.656155,Cloudy,High,0,Snack,motorcycle,1,No,Metropolitian,28,afternoon,5,14,15,14,20,10.6
30,4.6,23.232537,77.429845,23.302537,77.499845,Sunny,Low,1,Snack,motorcycle,1,No,Metropolitian,19,night,5,23,35,23,40,19.4
21,4.7,21.149569,72.772697,21.229569,72.852697,Windy,Low,0,Snack,motorcycle,1,No,Metropolitian,24,night,5,23,10,23,15,18.3
23,4.5,11.003669,76.976494,11.023669,76.996494,Fog,High,0,Drinks,motorcycle,0,No,Metropolitian,22,morning,10,11,35,11,45,5.2
37,4.8,26.913483,75.803139,26.993483,75.883139,Fog,Jam,0,Buffet,motorcycle,1,No,Metropolitian,40,night,10,20,55,21,5,14.9
28,4.8,11.001753,76.986241,11.021753,77.006241,Fog,Low,0,Buffet,motorcycle,0,No,Metropolitian,15,morning,5,10,10,10,15,6.3
27,4.4,13.029198,77.570997,13.099198,77.640997,Fog,Jam,1,Drinks,scooter,1,No,Metropolitian,35,evening,5,19,30,19,35,17.3
20,4.2,12.325461,76.632278,12.345461,76.652278,Stormy,Low,0,Snack,motorcycle,1,No,Metropolitian,29,morning,15,8,35,8,50,6.6
33,4.5,11.021278,76.995017,11.081278,77.055017,Cloudy,Jam,0,Meal,motorcycle,1,No,Metropolitian,28,evening,10,19,20,19,30,14.3
31,4.6,17.451976,78.385883,17.541976,78.475883,Sunny,Medium,2,Drinks,scooter,1,No,Urban,26,evening,10,17,30,17,40,23
22,4.1,27.158822,78.045359,27.248822,78.135359,Cloudy,Jam,1,Meal,motorcycle,1,No,Metropolitian,34,night,15,20,50,21,5,25.6
28,4.5,23.371292,85.327872,23.421292,85.377872,Cloudy,Jam,2,Snack,motorcycle,1,No,Metropolitian,30,evening,15,19,50,20,5,10.1
26,4.1,11.000762,76.981876,11.050762,77.031876,Stormy,Low,0,Meal,motorcycle,0,No,Metropolitian,16,night,15,23,40,23,55,12.9
33,4.9,22.727021,75.884167,22.737021,75.894167,Sunny,Low,1,Buffet,scooter,0,No,Metropolitian,12,morning,15,9,55,10,10,3
38,3.8,11.026117,76.944652,11.156117,77.074652,Stormy,Jam,1,Snack,motorcycle,2,No,Metropolitian,41,night,15,21,20,21,35,27.6
25,4.4,12.337928,76.617889,12.427928,76.707889,Stormy,Jam,0,Meal,motorcycle,1,No,Metropolitian,33,evening,5,19,45,19,50,20.5
32,4.4,21.175975,72.795503,21.305975,72.925503,Stormy,Jam,1,Snack,scooter,2,No,Metropolitian,40,evening,10,20,40,20,50,27.1
29,4.9,11.006686,76.951736,11.026686,76.971736,Sunny,Low,1,Snack,scooter,1,No,Urban,15,morning,5,10,15,10,20,5.1
22,4.8,12.304569,76.643622,12.334569,76.673622,Cloudy,Medium,1,Drinks,motorcycle,1,No,Urban,19,evening,5,17,45,17,50,7
20,4.5,12.933284,77.615428,12.973284,77.655428,Cloudy,Medium,0,Snack,motorcycle,1,No,Metropolitian,23,afternoon,5,16,45,16,50,11.4
31,4.6,26.911927,75.797282,26.921927,75.807282,Cloudy,Low,1,Buffet,motorcycle,1,No,Urban,19,morning,5,10,25,10,30,3.2
30,4.9,13.086438,80.220672,13.106438,80.240672,Fog,Low,1,Buffet,scooter,0,No,Urban,16,morning,5,8,25,8,30,5.8
36,4.2,23.371292,85.327872,23.431292,85.387872,Cloudy,Jam,1,Meal,scooter,1,No,Metropolitian,32,evening,10,20,25,20,35,24.1
32,4.7,23.357804,85.325146,23.387804,85.355146,Fog,Medium,0,Drinks,motorcycle,1,No,Metropolitian,25,evening,10,17,20,17,30,8.2
39,4.6,23.351489,85.324253,23.481489,85.454253,Fog,Medium,1,Drinks,scooter,1,No,Metropolitian,33,evening,10,18,35,18,45,26.4
31,4.3,21.173493,72.801953,21.253493,72.881953,Cloudy,Jam,1,Snack,motorcycle,0,No,Urban,35,evening,10,20,30,20,40,17.9
28,4.3,11.022169,76.999594,11.072169,77.049594,Sunny,Jam,0,Meal,motorcycle,3,No,Semi-Urban,50,evening,5,20,20,20,25,9.9
28,4.8,12.934179,77.615797,12.974179,77.655797,Cloudy,Medium,0,Snack,motorcycle,0,No,Urban,21,afternoon,5,16,40,16,45,10.7
29,4.6,11.026117,76.944652,11.086117,77.004652,Fog,Medium,2,Drinks,scooter,1,No,Urban,15,evening,10,18,10,18,20,14.2
22,4.4,12.978453,77.643685,13.088453,77.753685,Sandstorms,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,39,evening,10,19,45,19,55,23.5
27,4.7,17.458998,78.500366,17.548998,78.590366,Cloudy,Jam,2,Meal,electric_scooter,2,No,Urban,40,evening,15,20,40,20,55,22.3
21,4.3,11.001753,76.986241,11.071753,77.056241,Sunny,Jam,0,Meal,motorcycle,1,No,Metropolitian,33,evening,10,20,40,20,50,15.9
20,4.8,30.319528,78.040267,30.449528,78.170267,Fog,Medium,1,Snack,scooter,0,No,Metropolitian,33,evening,5,18,10,18,15,47.4
25,4.7,17.422819,78.449578,17.532819,78.559578,Sunny,Jam,2,Meal,scooter,0,No,Metropolitian,12,evening,10,19,15,19,25,27.6
33,4.7,26.902328,75.794257,26.932328,75.824257,Sandstorms,Medium,0,Snack,motorcycle,1,No,Metropolitian,33,evening,15,17,15,17,30,6
37,4.6,26.463504,80.372929,26.513504,80.422929,Sunny,Jam,0,Buffet,motorcycle,1,No,Metropolitian,24,evening,15,19,20,19,35,8.4
21,4.7,17.433809,78.386744,17.503809,78.456744,Sandstorms,Medium,2,Meal,motorcycle,1,No,Urban,22,evening,10,18,20,18,30,20.6
27,4.8,11.003681,76.975525,11.043681,77.015525,Sandstorms,Medium,2,Snack,electric_scooter,0,No,Metropolitian,21,afternoon,10,16,20,16,30,9.2
26,4.9,21.183434,72.814492,21.213434,72.844492,Windy,Low,1,Meal,scooter,1,No,Metropolitian,16,night,15,23,30,23,45,7.2
22,4.7,17.438263,78.397865,17.448263,78.407865,Fog,Low,0,Drinks,motorcycle,1,No,Metropolitian,17,morning,5,9,20,9,25,4.4
26,4.6,19.121999,72.908493,19.201999,72.988493,Windy,Low,2,Buffet,scooter,0,No,Metropolitian,17,night,10,23,20,23,30,18.9
31,5,21.170096,72.789122,21.200096,72.819122,Fog,Jam,0,Drinks,motorcycle,1,No,Metropolitian,27,evening,5,20,35,20,40,9.1
25,5,11.022477,76.995667,11.132477,77.105667,Sandstorms,Medium,2,Snack,scooter,1,No,Metropolitian,18,evening,10,18,15,18,25,24.2
22,4.9,18.516216,73.842527,18.536216,73.862527,Fog,Low,1,Snack,motorcycle,0,No,Metropolitian,14,morning,15,9,25,9,40,5.4
33,4.8,26.902328,75.794257,27.012328,75.904257,Cloudy,Jam,0,Meal,motorcycle,2,Yes,Metropolitian,48,night,10,20,55,21,5,23.4
34,5,11.021278,76.995017,11.031278,77.005017,Sunny,Low,1,Meal,scooter,0,No,Urban,18,morning,10,9,25,9,35,3.7
36,4.8,12.975377,77.696664,13.065377,77.786664,Sandstorms,Low,1,Meal,motorcycle,1,No,Metropolitian,22,night,15,23,30,23,45,22
27,4.8,21.186438,72.794115,21.236438,72.844115,Windy,Jam,2,Meal,scooter,1,No,Metropolitian,19,evening,15,20,40,20,55,9.1
22,5,22.753839,75.897429,22.823839,75.967429,Sandstorms,Jam,1,Meal,scooter,0,No,Metropolitian,29,evening,5,20,35,20,40,16.3
34,5,17.422819,78.449578,17.432819,78.459578,Windy,High,0,Buffet,motorcycle,1,No,Urban,37,morning,5,11,45,11,50,3.8
27,5,22.732225,75.874765,22.802225,75.944765,Fog,Jam,2,Meal,motorcycle,1,No,Metropolitian,37,night,5,21,45,21,50,14.9
29,4.9,21.173493,72.801953,21.253493,72.881953,Sandstorms,Low,0,Drinks,motorcycle,1,No,Metropolitian,19,night,15,22,10,22,25,17.9
38,4,13.086438,80.220672,13.116438,80.250672,Stormy,Jam,0,Drinks,motorcycle,0,Yes,Metropolitian,46,evening,10,19,20,19,30,8.6
25,4.9,12.972793,80.249982,12.992793,80.269982,Sandstorms,High,2,Drinks,scooter,1,No,Metropolitian,19,afternoon,15,11,55,12,10,5.2
32,4.9,21.149569,72.772697,21.169569,72.792697,Stormy,High,0,Meal,motorcycle,1,No,Metropolitian,47,afternoon,15,11,55,12,10,4.6
27,4.6,26.921411,75.793604,26.941411,75.813604,Fog,Low,2,Drinks,scooter,0,No,Metropolitian,11,morning,10,9,20,9,30,3.9
30,4.5,23.351058,85.325731,23.481058,85.455731,Fog,Jam,0,Snack,motorcycle,0,No,Metropolitian,47,evening,10,20,10,20,20,31.9
32,4.7,26.911378,75.789034,26.991378,75.869034,Sunny,Jam,2,Snack,scooter,1,No,Urban,16,night,15,21,55,22,10,16.7
31,4.8,26.910262,75.783013,26.940262,75.813013,Cloudy,Jam,0,Buffet,motorcycle,2,No,Metropolitian,33,night,15,20,55,21,10,6.3
28,4.8,21.170096,72.789122,21.200096,72.819122,Sandstorms,Low,2,Snack,electric_scooter,1,No,Metropolitian,17,night,10,22,45,22,55,9.1
32,4.7,19.874449,75.360232,19.954449,75.440232,Sandstorms,Low,2,Buffet,scooter,0,No,Metropolitian,15,night,5,22,45,22,50,16.1
30,4.3,23.416792,85.316842,23.526792,85.426842,Fog,Medium,2,Snack,scooter,1,No,Urban,42,evening,15,17,30,17,45,22.8
34,4.7,17.422819,78.449578,17.452819,78.479578,Sunny,Jam,0,Snack,motorcycle,1,No,Metropolitian,29,night,10,21,10,21,20,8.1
25,4.8,12.323225,76.630028,12.353225,76.660028,Stormy,Low,1,Meal,motorcycle,1,No,Metropolitian,11,night,15,22,35,22,50,8.5
25,4.6,12.316967,76.603067,12.396967,76.683067,Cloudy,Low,1,Meal,scooter,1,No,Urban,24,night,5,22,40,22,45,19.4
36,4.9,22.651847,75.881991,22.701847,75.931991,Stormy,Jam,1,Snack,motorcycle,0,No,Metropolitian,26,evening,5,19,30,19,35,11.4
33,4.8,23.351058,85.325731,23.421058,85.395731,Fog,Jam,0,Drinks,motorcycle,3,No,Metropolitian,46,evening,5,20,25,20,30,14.7
24,4.8,12.337928,76.617889,12.407928,76.687889,Sandstorms,Medium,0,Snack,motorcycle,1,No,Metropolitian,20,evening,5,18,35,18,40,15.7
21,5,18.536562,73.896485,18.666562,74.026485,Sandstorms,Medium,2,Buffet,scooter,1,No,Metropolitian,23,evening,10,18,10,18,20,36.6
23,4.8,18.533811,73.899315,18.553811,73.919315,Sunny,High,1,Buffet,motorcycle,1,No,Metropolitian,15,afternoon,10,11,55,12,5,6.3
38,4.8,30.340722,78.060221,30.450722,78.170221,Sunny,Jam,0,Buffet,motorcycle,1,No,Metropolitian,35,evening,15,20,35,20,50,44.3
25,4.9,13.005801,80.250744,13.035801,80.280744,Stormy,Jam,1,Buffet,scooter,1,No,Metropolitian,28,evening,5,20,35,20,40,6.6
28,4.6,21.186608,72.794136,21.196608,72.804136,Windy,Low,2,Snack,scooter,0,No,Urban,16,morning,15,10,25,10,40,2.9
29,4.7,27.161694,78.034714,27.241694,78.114714,Sunny,Jam,1,Buffet,motorcycle,1,No,Metropolitian,20,night,5,21,30,21,35,22.7
24,4.6,10.994136,76.963303,11.044136,77.013303,Cloudy,Medium,0,Snack,motorcycle,1,No,Metropolitian,24,evening,15,17,15,17,30,10.7
29,4.6,26.473698,80.352677,26.533698,80.412677,Sunny,Jam,1,Drinks,scooter,0,No,Urban,12,night,5,21,45,21,50,20.5
34,4.9,26.482419,80.320939,26.522419,80.360939,Cloudy,Medium,1,Meal,scooter,0,No,Metropolitian,15,afternoon,5,15,25,15,30,10.2
30,4.5,22.311844,73.165081,22.421844,73.275081,Sunny,Low,1,Snack,scooter,1,No,Urban,16,night,5,23,25,23,30,21.6
32,4.9,11.001753,76.986241,11.071753,77.056241,Cloudy,Medium,0,Snack,motorcycle,3,No,Metropolitian,49,evening,10,18,15,18,25,15.9
33,3.6,19.121999,72.908493,19.211999,72.998493,Windy,Jam,1,Drinks,motorcycle,1,No,Metropolitian,34,evening,5,19,25,19,30,20.1
28,4.8,12.970324,77.645748,12.990324,77.665748,Sunny,Low,2,Meal,electric_scooter,1,No,Metropolitian,23,morning,15,10,40,10,55,5.8
32,4.9,13.026279,80.174568,13.136279,80.284568,Fog,Medium,2,Drinks,scooter,1,No,Metropolitian,38,evening,5,17,40,17,45,26.1
29,4.8,18.539299,73.897902,18.599299,73.957902,Cloudy,Jam,1,Snack,motorcycle,1,No,Urban,27,evening,5,20,40,20,45,15.9
23,4.5,18.554382,73.798206,18.684382,73.928206,Stormy,Low,1,Snack,motorcycle,0,No,Metropolitian,17,night,5,23,20,23,25,30.5
22,4.2,12.933284,77.615428,12.963284,77.645428,Stormy,Low,0,Drinks,motorcycle,1,No,Urban,21,night,5,23,40,23,45,7.3
31,4.7,26.913987,75.752891,27.053987,75.892891,Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,20,night,15,23,25,23,40,41.7
37,4.4,26.921411,75.793604,27.001411,75.873604,Fog,Medium,2,Drinks,electric_scooter,0,No,Urban,32,evening,5,18,40,18,45,15.8
34,4.6,18.539299,73.897902,18.589299,73.947902,Cloudy,Jam,2,Buffet,motorcycle,1,No,Metropolitian,38,evening,10,20,45,20,55,15.8
26,4.9,22.308096,73.167753,22.328096,73.187753,Stormy,Low,1,Drinks,scooter,0,No,Metropolitian,11,morning,10,8,35,8,45,5
31,4.7,22.538731,88.364878,22.588731,88.414878,Sunny,Jam,1,Buffet,scooter,0,No,Metropolitian,17,evening,10,19,15,19,25,11.2
22,4.2,11.021278,76.995017,11.031278,77.005017,Sandstorms,Low,0,Snack,motorcycle,0,No,Metropolitian,19,morning,15,10,30,10,45,3.7
37,4.9,27.163303,78.057044,27.213303,78.107044,Cloudy,Jam,2,Drinks,scooter,1,No,Metropolitian,27,night,10,21,40,21,50,18.9
32,4.8,23.374989,85.335486,23.424989,85.385486,Sunny,Low,0,Drinks,motorcycle,1,No,Metropolitian,27,night,5,22,35,22,40,10.4
26,4.7,23.355164,85.324097,23.415164,85.384097,Cloudy,Jam,2,Snack,motorcycle,0,No,Metropolitian,33,night,5,21,45,21,50,11.3
26,4.7,23.357804,85.325146,23.467804,85.435146,Sunny,Jam,0,Meal,motorcycle,1,No,Metropolitian,30,evening,15,20,25,20,40,28.9
21,4.8,11.006686,76.951736,11.136686,77.081736,Cloudy,Jam,2,Snack,motorcycle,1,No,Metropolitian,43,night,15,21,40,21,55,30.2
24,4.6,21.157729,72.768726,21.197729,72.808726,Fog,High,2,Meal,scooter,1,No,Metropolitian,34,afternoon,10,12,10,12,20,8.5
33,4.1,13.049645,80.242268,13.079645,80.272268,Sandstorms,Medium,0,Drinks,motorcycle,1,No,Metropolitian,35,evening,15,17,35,17,50,7.6
25,4.9,11.021278,76.995017,11.061278,77.035017,Sandstorms,High,2,Buffet,motorcycle,0,No,Metropolitian,19,afternoon,5,14,20,14,25,8.8
36,5,21.157729,72.768726,21.267729,72.878726,Fog,Jam,2,Drinks,motorcycle,1,No,Metropolitian,44,night,5,21,30,21,35,22.3
21,4.6,19.888716,75.321461,19.928716,75.361461,Sunny,Medium,0,Buffet,motorcycle,0,No,Urban,19,afternoon,10,15,30,15,40,7.1
25,4.7,19.065838,72.832658,19.095838,72.862658,Windy,Low,2,Snack,scooter,0,No,Metropolitian,14,night,15,22,10,22,25,9.2
36,4.9,23.359194,85.325447,23.369194,85.335447,Cloudy,High,2,Drinks,scooter,1,No,Urban,36,morning,10,11,15,11,25,2.3
30,4.8,11.021278,76.995017,11.151278,77.125017,Cloudy,Medium,0,Meal,motorcycle,1,Yes,Urban,43,evening,15,18,15,18,30,29.5
30,4.7,18.539299,73.897902,18.559299,73.917902,Sunny,High,0,Snack,motorcycle,0,No,Metropolitian,20,morning,5,11,30,11,35,5.7
33,3.9,22.695207,75.866059,22.785207,75.956059,Cloudy,Low,1,Snack,motorcycle,1,No,Urban,32,night,15,23,15,23,30,21.9
31,4.7,12.323225,76.630028,12.453225,76.760028,Cloudy,Medium,2,Meal,scooter,2,No,Metropolitian,37,evening,10,18,40,18,50,37.4
23,4.9,18.546258,73.904337,18.576258,73.934337,Sandstorms,Jam,0,Snack,motorcycle,1,No,Metropolitian,15,evening,10,19,20,19,30,9.4
30,5,12.323978,76.627961,12.383978,76.687961,Sandstorms,Jam,1,Buffet,scooter,1,No,Metropolitian,30,evening,10,20,40,20,50,16.1
36,4.6,19.207222,72.972281,19.247222,73.012281,Windy,High,1,Drinks,scooter,1,No,Metropolitian,25,afternoon,5,12,30,12,35,7.5
38,4.9,17.458998,78.500366,17.468998,78.510366,Sunny,Low,2,Meal,scooter,1,No,Metropolitian,15,morning,15,9,20,9,35,2.1
39,4.6,11.024839,77.007003,11.094839,77.077003,Fog,Jam,0,Meal,motorcycle,1,No,Metropolitian,43,night,15,20,55,21,10,15
21,4.6,11.021278,76.995017,11.091278,77.065017,Stormy,Jam,1,Drinks,scooter,1,No,Metropolitian,24,evening,10,20,15,20,25,15.1
32,4.8,11.025083,77.015393,11.035083,77.025393,Sunny,Low,1,Drinks,scooter,0,No,Metropolitian,19,morning,5,9,45,9,50,3
26,4.7,22.761226,75.887522,22.791226,75.917522,Windy,Medium,2,Snack,motorcycle,1,No,Urban,21,evening,10,17,30,17,40,7.3
31,4.8,27.201725,78.007553,27.331725,78.137553,Sunny,Jam,0,Buffet,motorcycle,1,No,Metropolitian,34,evening,5,20,40,20,45,28.9
33,4.8,18.554382,73.798206,18.624382,73.868206,Stormy,Low,1,Buffet,motorcycle,0,No,Urban,15,night,15,23,10,23,25,17.5
30,4.8,12.913041,77.683237,12.983041,77.753237,Sunny,Jam,0,Drinks,motorcycle,1,No,Metropolitian,33,evening,10,20,15,20,25,19.8
29,4.6,17.428294,78.404423,17.438294,78.414423,Cloudy,Low,0,Drinks,motorcycle,0,No,Metropolitian,15,morning,5,10,30,10,35,3.4
32,4.9,18.543626,73.905101,18.553626,73.915101,Fog,Low,0,Buffet,motorcycle,1,No,Metropolitian,24,morning,15,10,40,10,55,4.4
28,4.7,11.003669,76.976494,11.133669,77.106494,Sandstorms,Medium,2,Buffet,scooter,1,No,Metropolitian,23,evening,5,18,45,18,50,27.6
20,4.5,10.994136,76.963303,11.074136,77.043303,Cloudy,Low,1,Meal,motorcycle,1,No,Metropolitian,20,night,5,23,25,23,30,18
27,4.5,12.316967,76.603067,12.376967,76.663067,Stormy,Jam,2,Drinks,electric_scooter,1,No,Metropolitian,29,night,5,21,35,21,40,14.9
30,5,19.120083,72.907385,19.200083,72.987385,Sandstorms,Low,0,Meal,motorcycle,1,No,Metropolitian,29,night,5,23,25,23,30,19.1
27,5,22.725748,75.898497,22.745748,75.918497,Sandstorms,Low,1,Meal,scooter,1,No,Metropolitian,16,morning,5,8,35,8,40,8.1
33,4.6,11.026117,76.944652,11.156117,77.074652,Cloudy,Jam,0,Drinks,motorcycle,2,No,Metropolitian,52,night,15,20,55,21,10,27.2
32,4.4,12.975996,80.221898,13.005996,80.251898,Sandstorms,Jam,1,Meal,scooter,0,No,Metropolitian,33,evening,15,19,15,19,30,8.8
38,4.7,12.326356,76.619103,12.376356,76.669103,Windy,Jam,1,Meal,motorcycle,1,No,Metropolitian,33,night,5,21,20,21,25,13.4
34,4.8,18.994237,72.825553,19.044237,72.875553,Sunny,Jam,0,Drinks,motorcycle,1,No,Metropolitian,29,night,5,21,15,21,20,10.8
28,4.9,11.022477,76.995667,11.132477,77.105667,Sunny,Jam,1,Meal,motorcycle,1,No,Metropolitian,13,evening,10,19,30,19,40,24.2
