,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Daytime,Time_Difference_Minutes,Order_Hour,Order_Minute,Picked_Hour,Picked_Minute
12162,33,4.2,18.539299,73.897902,18.619299,73.977902,Cloudy,Medium,1,Drinks,scooter,2,No,Urban,42,evening,10,17,15,17,25
12165,21,4.8,21.157729,72.768726,21.197729,72.808726,Windy,Medium,2,Buffet,motorcycle,1,No,Metropolitian,29,afternoon,5,15,30,15,35
12169,29,4.9,17.433809,78.386744,17.523809,78.476744,Windy,Low,2,Snack,scooter,1,No,Metropolitian,11,night,5,22,45,22,50
12170,31,4.2,18.530963,73.828972,18.660963,73.958972,Fog,Medium,2,Drinks,scooter,1,No,Metropolitian,41,evening,5,18,45,18,50
12171,21,4.0,18.994237,72.825553,19.064237,72.895553,Sandstorms,Medium,0,Drinks,motorcycle,0,No,Metropolitian,31,evening,5,17,50,17,55
12172,23,4.9,18.994049,72.825203,19.074049,72.905203,Sunny,Medium,0,Snack,motorcycle,1,No,Metropolitian,18,evening,15,18,15,18,30
12173,35,4.7,26.891191,75.802083,26.911191,75.822083,Stormy,Low,2,Drinks,electric_scooter,0,No,Metropolitian,26,morning,10,9,30,9,40
12175,26,4.7,11.006686,76.951736,11.026686,76.971736,Sunny,Low,0,Buffet,motorcycle,1,No,Urban,14,morning,10,8,40,8,50
12177,33,4.6,18.593481,73.785901,18.613481,73.805901,Windy,Low,1,Drinks,scooter,0,No,Metropolitian,20,morning,10,10,40,10,50
12179,20,4.6,12.981615,80.231598,13.011615,80.261598,Stormy,Jam,1,Meal,scooter,1,No,Metropolitian,28,night,5,21,35,21,40
12180,31,4.8,23.353783,85.326967,23.373783,85.346967,Stormy,Low,1,Drinks,scooter,1,No,Metropolitian,22,morning,10,8,45,8,55
12182,30,4.6,26.471617,80.313564,26.561617,80.403564,Cloudy,Low,2,Drinks,electric_scooter,1,No,Metropolitian,26,night,10,23,30,23,40
12186,22,4.6,23.374878,85.335739,23.424878,85.385739,Stormy,Low,2,Meal,electric_scooter,0,No,Metropolitian,12,night,10,23,40,23,50
12188,23,5.0,23.359194,85.325447,23.409194,85.375447,Sandstorms,Low,1,Buffet,scooter,1,No,Metropolitian,18,night,15,22,20,22,35
12189,37,4.5,22.311844,73.165081,22.351844,73.205081,Windy,Medium,0,Buffet,motorcycle,0,No,Metropolitian,25,afternoon,10,15,25,15,35
12190,20,4.9,12.337928,76.617889,12.467928,76.747889,Cloudy,Medium,0,Snack,motorcycle,1,No,Urban,30,evening,15,17,50,18,5
12191,39,4.9,22.725748,75.898497,22.745748,75.918497,Fog,Low,1,Drinks,scooter,1,No,Metropolitian,17,morning,15,8,30,8,45
12192,26,5.0,12.975377,77.696664,12.995377,77.716664,Cloudy,High,1,Meal,scooter,1,No,Metropolitian,20,morning,10,11,35,11,45
12193,39,4.3,23.359407,85.325055,23.439407,85.405055,Cloudy,Low,1,Drinks,scooter,1,Yes,Metropolitian,39,night,5,23,30,23,35
12194,34,4.4,22.307898,73.167788,22.397898,73.257788,Sandstorms,Medium,2,Drinks,motorcycle,2,No,Metropolitian,38,evening,10,18,55,19,5
12199,27,4.4,23.374989,85.335486,23.384989,85.345486,Windy,High,0,Snack,motorcycle,1,No,Metropolitian,31,morning,10,11,45,11,55
12201,32,4.1,18.593481,73.785901,18.663481,73.855901,Fog,Jam,2,Snack,motorcycle,1,No,Semi-Urban,48,evening,5,19,40,19,45
12203,30,3.5,12.321214,76.621094,12.401214,76.701094,Stormy,Jam,1,Buffet,motorcycle,0,No,Metropolitian,32,evening,15,19,40,19,55
12204,25,3.4,22.753839,75.897429,22.863838,76.007429,Sunny,Low,1,Snack,scooter,1,No,Metropolitian,44,night,15,22,30,22,45
12209,31,4.6,21.149669,72.772629,21.239669,72.862629,Windy,Low,0,Meal,motorcycle,0,No,Metropolitian,27,night,5,23,25,23,30
12212,31,4.8,22.751857,75.866699,22.761857,75.876699,Cloudy,Low,2,Meal,scooter,0,No,Metropolitian,17,morning,5,10,50,10,55
12213,36,4.9,23.416792,85.316842,23.466792,85.366842,Stormy,Medium,2,Meal,scooter,1,No,Metropolitian,26,evening,10,17,55,18,5
12214,28,4.7,12.979166,77.640709,13.019166,77.680709,Fog,High,2,Snack,motorcycle,1,No,Metropolitian,30,afternoon,10,13,35,13,45
12215,28,4.6,21.170096,72.789122,21.210096,72.829122,Stormy,Medium,1,Snack,motorcycle,0,No,Metropolitian,27,afternoon,5,15,50,15,55
12218,21,4.7,17.458998,78.500366,17.538998,78.580366,Fog,Low,0,Meal,motorcycle,1,No,Metropolitian,24,night,10,22,20,22,30
12221,33,4.7,13.005801,80.250744,13.115801,80.360744,Fog,Low,0,Snack,motorcycle,1,No,Metropolitian,38,night,5,23,25,23,30
12222,27,4.2,13.091809,80.219104,13.101809,80.229104,Sandstorms,Low,0,Snack,motorcycle,0,No,Urban,29,morning,5,9,30,9,35
12224,20,4.2,13.064181,80.236442,13.084181,80.256442,Sandstorms,Low,0,Drinks,motorcycle,0,No,Metropolitian,26,morning,5,9,25,9,30
12225,21,4.8,12.323225,76.630028,12.413225,76.720028,Cloudy,Low,1,Buffet,motorcycle,1,No,Metropolitian,27,night,5,23,30,23,35
12226,33,4.9,17.429585,78.392621,17.439585,78.402621,Windy,Low,2,Meal,scooter,1,No,Metropolitian,22,morning,15,8,30,8,45
12228,39,4.5,21.157729,72.768726,21.267729,72.878726,Sandstorms,Medium,2,Buffet,scooter,1,No,Metropolitian,34,evening,10,17,25,17,35
12233,32,4.7,12.970324,77.645748,13.000324,77.675748,Stormy,Jam,2,Buffet,scooter,1,No,Metropolitian,26,evening,5,19,35,19,40
12236,29,4.7,18.994049,72.825203,19.054049,72.885203,Sunny,Medium,2,Snack,scooter,1,No,Urban,16,evening,10,17,20,17,30
12237,32,5.0,12.325461,76.632278,12.455461,76.762278,Fog,Medium,0,Meal,motorcycle,0,No,Metropolitian,47,evening,15,17,30,17,45
12238,24,4.5,17.411028,78.329645,17.491028,78.409645,Sunny,Jam,1,Drinks,motorcycle,1,No,Urban,24,evening,5,20,30,20,35
12239,26,4.7,19.091458,72.827808,19.141458,72.877808,Stormy,Jam,1,Meal,scooter,0,No,Urban,23,evening,5,19,45,19,50
12240,35,4.7,13.066762,80.251865,13.126762,80.311865,Sunny,Jam,2,Drinks,scooter,1,No,Metropolitian,24,evening,5,20,25,20,30
12242,32,4.6,22.695207,75.866059,22.735207,75.906059,Sunny,Medium,0,Snack,motorcycle,0,No,Urban,28,afternoon,15,16,30,16,45
12243,21,4.8,30.372202,78.077151,30.432202,78.137151,Windy,Jam,1,Meal,motorcycle,0,No,Urban,12,evening,15,19,40,19,55
12244,34,4.8,17.431668,78.408321,17.521668,78.498321,Sunny,Low,2,Meal,scooter,1,No,Metropolitian,18,night,10,22,30,22,40
12246,23,4.7,26.481547,80.299775,26.611547,80.429775,Sunny,Jam,1,Snack,motorcycle,1,No,Urban,15,evening,10,19,25,19,35
12251,30,5.0,19.875016,75.322405,19.925016,75.372405,Sandstorms,Jam,2,Snack,electric_scooter,0,No,Metropolitian,25,night,5,21,45,21,50
12252,23,4.8,18.592718,73.773572,18.622718,73.803572,Stormy,Jam,2,Snack,scooter,1,No,Metropolitian,13,evening,10,20,30,20,40
12253,37,4.2,17.424114,78.347554,17.514114,78.437554,Stormy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,32,evening,5,18,15,18,20
12255,25,4.7,21.173343,72.792731,21.223343,72.842731,Sandstorms,Low,2,Meal,electric_scooter,1,No,Urban,18,night,10,22,20,22,30
12256,28,4.7,26.905287,75.794592,26.935287,75.824592,Sandstorms,Jam,1,Meal,motorcycle,0,No,Urban,10,evening,15,20,15,20,30
12258,21,4.6,19.879631,75.323403,19.899631,75.343403,Fog,Low,1,Meal,motorcycle,1,No,Metropolitian,14,morning,15,8,55,9,10
12260,20,4.6,22.761593,75.886362,22.831593,75.956362,Windy,Medium,1,Buffet,motorcycle,1,No,Metropolitian,21,evening,5,18,15,18,20
12261,36,4.6,30.885915,75.788259,31.015915,75.918259,Sandstorms,Jam,1,Meal,scooter,1,No,Metropolitian,29,evening,15,19,40,19,55
12263,20,4.6,12.323194,76.630583,12.363194,76.670583,Windy,High,1,Snack,scooter,0,No,Urban,12,afternoon,5,12,20,12,25
12265,37,4.6,11.016298,76.972076,11.056298,77.012076,Fog,Medium,2,Snack,motorcycle,1,No,Metropolitian,16,afternoon,15,15,10,15,25
12266,28,4.0,17.440827,78.393391,17.510827,78.463391,Cloudy,Jam,1,Buffet,scooter,1,No,Urban,31,night,15,21,25,21,40
12268,24,4.8,13.022394,80.242439,13.052394,80.272439,Sunny,Low,1,Buffet,motorcycle,0,No,Metropolitian,22,night,10,23,40,23,50
12271,33,4.7,13.086438,80.220672,13.136439,80.270672,Fog,Jam,2,Drinks,electric_scooter,1,No,Metropolitian,32,evening,5,20,20,20,25
12275,29,4.8,11.025083,77.015393,11.055083,77.045393,Cloudy,Jam,2,Buffet,scooter,1,No,Metropolitian,27,night,5,21,25,21,30
12276,23,5.0,10.028047,76.310019,10.088047,76.370019,Windy,Medium,2,Meal,scooter,1,No,Metropolitian,27,evening,5,18,15,18,20
12277,30,4.8,23.218998,77.373573,23.238998,77.393573,Sunny,Low,0,Meal,motorcycle,0,No,Metropolitian,28,morning,10,9,25,9,35
12279,22,4.5,21.157729,72.768726,21.287729,72.898726,Cloudy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,44,evening,10,17,10,17,20
12281,26,4.8,23.416792,85.316842,23.446792,85.346842,Stormy,Jam,0,Meal,motorcycle,0,No,Metropolitian,34,evening,10,20,25,20,35
12283,32,4.5,18.592718,73.773572,18.682718,73.863572,Fog,Low,1,Buffet,scooter,1,No,Urban,31,night,10,23,25,23,35
12286,34,4.7,17.429585,78.392621,17.499585,78.462621,Windy,Medium,1,Snack,scooter,1,No,Metropolitian,22,evening,10,17,45,17,55
12289,27,4.8,19.874103,75.368419,19.934103,75.428419,Sunny,Jam,1,Snack,scooter,1,No,Urban,18,evening,10,20,15,20,25
12292,22,4.6,23.374989,85.335486,23.504989,85.465486,Cloudy,Jam,1,Meal,scooter,2,No,Metropolitian,38,evening,10,20,45,20,55
12294,32,4.3,23.264015,77.408236,23.344015,77.488236,Sunny,Medium,0,Snack,motorcycle,1,No,Metropolitian,32,evening,5,17,25,17,30
12296,30,5.0,22.651847,75.881991,22.671847,75.901991,Sunny,High,2,Buffet,electric_scooter,1,No,Metropolitian,20,morning,10,11,40,11,50
12297,22,4.7,12.970221,77.645396,13.030221,77.705396,Windy,Jam,2,Snack,scooter,1,No,Urban,10,evening,5,19,45,19,50
12299,30,4.8,26.892312,75.806896,26.902313,75.816896,Windy,High,2,Buffet,scooter,1,No,Metropolitian,33,morning,5,11,20,11,25
12301,37,4.9,30.335259,78.053162,30.405259,78.123162,Stormy,Medium,1,Drinks,scooter,1,No,Metropolitian,25,evening,10,17,55,18,5
12302,26,4.8,23.416792,85.316842,23.456792,85.356842,Cloudy,Medium,2,Meal,scooter,0,No,Urban,12,afternoon,5,15,25,15,30
12303,37,4.5,18.554382,73.798206,18.684382,73.928206,Sunny,Jam,1,Drinks,scooter,1,No,Urban,15,night,5,21,35,21,40
12309,34,4.5,12.323994,76.626167,12.413994,76.716167,Stormy,Medium,2,Drinks,scooter,1,No,Urban,36,evening,15,18,10,18,25
12310,23,4.8,22.745049,75.892471,22.755049,75.902471,Sunny,Low,1,Drinks,scooter,0,No,Urban,18,morning,10,9,10,9,20
12312,22,4.8,12.979166,77.640709,13.069166,77.730709,Windy,Jam,0,Meal,motorcycle,1,No,Metropolitian,30,evening,15,20,15,20,30
12313,26,4.9,22.651847,75.881991,22.681847,75.911991,Stormy,Jam,1,Meal,scooter,0,No,Metropolitian,25,night,5,21,45,21,50
12314,25,4.8,22.744648,75.894377,22.854648,76.004377,Fog,Low,2,Meal,scooter,1,No,Metropolitian,22,night,5,22,15,22,20
12315,23,5.0,12.326356,76.619103,12.336356,76.629103,Stormy,High,0,Meal,motorcycle,0,No,Metropolitian,23,morning,10,11,35,11,45
12317,30,4.6,18.536562,73.896485,18.626562,73.986485,Cloudy,Jam,1,Buffet,motorcycle,0,No,Metropolitian,46,evening,15,19,30,19,45
12320,35,3.7,22.310329,73.169083,22.390329,73.249083,Stormy,Jam,2,Buffet,motorcycle,0,No,Metropolitian,35,evening,5,19,35,19,40
12321,23,4.2,13.029198,77.570997,13.099198,77.640997,Windy,Jam,0,Meal,motorcycle,2,No,Metropolitian,39,night,15,20,50,21,5
12324,36,4.5,12.934365,77.616155,12.954365,77.636155,Fog,Low,0,Snack,motorcycle,1,No,Urban,26,morning,15,9,20,9,35
12325,23,4.8,21.157735,72.768778,21.217735,72.828778,Stormy,Jam,2,Meal,scooter,0,No,Urban,21,evening,10,20,45,20,55
12326,36,4.8,19.121999,72.908493,19.171999,72.958493,Sandstorms,Low,1,Buffet,scooter,1,No,Metropolitian,24,night,10,22,10,22,20
12331,32,4.9,22.311358,73.164798,22.371358,73.224798,Cloudy,Jam,0,Meal,motorcycle,1,No,Urban,30,evening,15,19,35,19,50
12333,25,4.6,26.913987,75.752891,26.973987,75.812891,Sunny,Medium,1,Meal,scooter,1,No,Metropolitian,14,evening,15,17,50,18,5
12334,22,5.0,30.885915,75.788259,30.965915,75.868259,Windy,Low,0,Snack,motorcycle,1,No,Metropolitian,22,night,10,22,30,22,40
12335,28,4.6,19.866969,75.318894,19.926969,75.378894,Sunny,Jam,2,Drinks,electric_scooter,0,No,Urban,14,night,10,21,20,21,30
12336,31,4.5,23.374878,85.335739,23.384878,85.345739,Sandstorms,Low,2,Buffet,scooter,0,No,Metropolitian,20,morning,5,8,50,8,55
12337,33,4.3,22.745049,75.892471,22.855049,76.002471,Stormy,Jam,1,Drinks,motorcycle,2,No,Metropolitian,40,evening,15,20,40,20,55
12338,25,4.6,17.438263,78.397865,17.508263,78.467865,Stormy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,25,evening,5,20,15,20,20
12339,38,4.5,30.346994,78.062543,30.396994,78.112543,Cloudy,Jam,0,Snack,motorcycle,1,No,Metropolitian,25,night,5,21,40,21,45
12340,36,4.3,12.325461,76.632278,12.345461,76.652278,Sandstorms,Low,0,Drinks,motorcycle,1,No,Urban,26,morning,15,9,50,10,5
12341,37,4.7,19.055831,72.833984,19.065831,72.843984,Stormy,Low,2,Meal,electric_scooter,0,No,Metropolitian,26,morning,5,8,30,8,35
12342,24,4.6,12.949934,77.699386,12.979934,77.729386,Sandstorms,Low,2,Snack,scooter,1,No,Metropolitian,11,night,5,23,35,23,40
12343,38,4.8,12.981615,80.231598,13.021615,80.271598,Fog,High,1,Drinks,motorcycle,1,No,Metropolitian,38,afternoon,15,12,25,12,40
12344,23,4.5,22.744648,75.894377,22.784648,75.934377,Stormy,High,0,Snack,motorcycle,1,No,Metropolitian,15,afternoon,5,12,20,12,25
12346,39,4.6,19.876106,75.340775,19.886106,75.350775,Fog,Low,2,Buffet,scooter,1,No,Metropolitian,16,morning,10,8,25,8,35
12347,24,4.6,22.728163,75.884212,22.838163,75.994212,Sunny,Jam,1,Buffet,scooter,1,No,Metropolitian,18,evening,15,19,10,19,25
12348,23,4.9,22.745049,75.892471,22.755049,75.902471,Sunny,Low,1,Drinks,scooter,1,No,Metropolitian,18,morning,5,8,40,8,45
12350,39,4.5,11.000762,76.981876,11.110762,77.091876,Windy,Jam,1,Drinks,motorcycle,1,No,Urban,26,night,15,21,20,21,35
12353,21,4.8,22.732225,75.874765,22.812225,75.954765,Stormy,Jam,1,Meal,scooter,0,No,Metropolitian,26,night,15,21,40,21,55
12360,33,4.6,12.970324,77.645748,12.990324,77.665748,Cloudy,Low,1,Meal,scooter,1,No,Metropolitian,17,morning,15,10,35,10,50
12361,36,4.6,17.455894,78.375467,17.545894,78.465467,Stormy,Low,2,Buffet,motorcycle,1,No,Urban,26,night,15,22,55,23,10
12364,21,4.7,12.986047,80.218114,13.026047,80.258114,Stormy,High,0,Snack,motorcycle,0,No,Metropolitian,15,afternoon,5,14,15,14,20
12365,29,4.0,17.455894,78.375467,17.465894,78.385467,Stormy,Low,0,Buffet,motorcycle,1,No,Metropolitian,21,morning,15,8,20,8,35
12366,20,4.8,17.458998,78.500366,17.528998,78.570366,Sandstorms,Medium,0,Meal,motorcycle,1,No,Metropolitian,29,evening,5,18,30,18,35
12367,34,4.6,26.913987,75.752891,26.993987,75.832891,Fog,Medium,0,Buffet,motorcycle,1,No,Metropolitian,49,evening,10,18,45,18,55
12368,38,4.7,12.979096,77.640625,13.029096,77.690625,Stormy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,30,night,10,21,25,21,35
12369,39,4.6,12.949934,77.699386,12.979934,77.729386,Sandstorms,Medium,1,Meal,motorcycle,0,No,Metropolitian,26,evening,5,18,20,18,25
12372,32,4.9,18.536718,73.830327,18.606718,73.900327,Sandstorms,Low,2,Meal,scooter,1,No,Urban,20,night,15,23,35,23,50
12373,26,4.5,17.483216,78.552111,17.523216,78.592111,Sunny,High,0,Drinks,motorcycle,2,No,Metropolitian,41,afternoon,10,13,30,13,40
12374,35,3.6,13.081878,80.248519,13.171878,80.338519,Windy,Jam,2,Drinks,electric_scooter,0,No,Metropolitian,37,evening,5,20,50,20,55
12375,25,4.5,22.311844,73.165081,22.441844,73.295081,Windy,Jam,2,Drinks,scooter,1,No,Urban,27,evening,5,19,45,19,50
12376,20,4.6,12.939496,77.625999,13.019496,77.705999,Cloudy,Jam,2,Meal,scooter,1,No,Metropolitian,36,evening,5,20,30,20,35
12377,31,4.5,26.911927,75.797282,26.921927,75.807282,Sandstorms,Low,1,Drinks,scooter,1,No,Urban,25,morning,15,9,20,9,35
12378,38,4.1,13.022394,80.242439,13.102394,80.322439,Fog,Medium,2,Buffet,scooter,0,No,Metropolitian,42,evening,10,18,35,18,45
12379,20,4.8,12.975996,80.221898,12.995996,80.241898,Sandstorms,Low,1,Meal,scooter,1,No,Metropolitian,16,morning,10,10,45,10,55
12380,32,4.8,22.310329,73.169083,22.330329,73.189083,Windy,Low,1,Meal,motorcycle,1,No,Metropolitian,29,morning,10,10,15,10,25
12382,33,4.8,21.186884,72.793616,21.196884,72.803616,Sunny,Low,2,Meal,motorcycle,1,No,Metropolitian,17,morning,15,10,10,10,25
12383,31,4.7,30.895204,75.822103,31.035204,75.962103,Fog,Jam,0,Meal,motorcycle,1,No,Metropolitian,48,evening,15,20,40,20,55
12384,27,4.6,19.121999,72.908493,19.181999,72.968493,Cloudy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,26,evening,5,19,20,19,25
12385,34,4.4,26.902908,75.792934,26.992908,75.882934,Fog,Low,1,Meal,motorcycle,1,No,Metropolitian,35,night,10,23,30,23,40
12387,29,4.5,30.899992,75.831338,31.039992,75.971338,Windy,Jam,2,Drinks,scooter,0,No,Metropolitian,20,night,15,21,50,22,5
12391,39,4.1,12.325461,76.632278,12.375461,76.682278,Stormy,Jam,1,Snack,scooter,2,No,Metropolitian,33,night,5,21,10,21,15
12393,39,5.0,21.186438,72.794115,21.206438,72.814115,Sunny,High,2,Snack,scooter,1,No,Metropolitian,15,morning,5,11,25,11,30
12397,35,4.3,12.297954,76.665169,12.387954,76.755169,Stormy,Medium,0,Snack,motorcycle,0,No,Metropolitian,45,evening,15,18,35,18,50
12398,31,4.5,22.651847,75.881991,22.671847,75.901991,Cloudy,Low,0,Snack,motorcycle,1,No,Metropolitian,20,morning,5,8,45,8,50
12399,25,4.6,30.873988,75.842739,31.013988,75.982739,Windy,Jam,1,Meal,scooter,1,No,Metropolitian,20,evening,5,20,10,20,15
12400,25,4.6,27.161661,78.011544,27.291661,78.141544,Sunny,Medium,1,Buffet,scooter,0,No,Urban,17,evening,10,18,35,18,45
12401,31,4.7,12.981615,80.231598,13.041615,80.291598,Sunny,Jam,0,Drinks,motorcycle,0,No,Metropolitian,21,evening,10,20,25,20,35
12408,30,4.7,30.895204,75.822103,30.955204,75.882103,Stormy,Jam,2,Buffet,scooter,0,No,Metropolitian,25,evening,5,20,10,20,15
12409,33,4.6,19.875337,75.316722,19.915337,75.356722,Sandstorms,Medium,2,Buffet,electric_scooter,1,No,Urban,33,afternoon,15,15,25,15,40
12410,27,4.2,17.422819,78.449578,17.432819,78.459578,Stormy,High,0,Snack,motorcycle,1,No,Metropolitian,36,morning,5,11,10,11,15
12412,31,4.9,21.183434,72.814492,21.213434,72.844492,Fog,Medium,2,Drinks,scooter,1,No,Urban,18,evening,5,17,20,17,25
12413,22,4.5,11.022477,76.995667,11.062477,77.035667,Stormy,High,2,Buffet,scooter,1,No,Metropolitian,10,afternoon,10,13,20,13,30
12415,21,4.6,27.158822,78.045359,27.188822,78.075359,Fog,Low,0,Snack,motorcycle,0,No,Urban,21,night,5,22,50,22,55
12416,28,4.8,12.970324,77.645748,13.050324,77.725748,Fog,Jam,0,Meal,motorcycle,2,No,Metropolitian,37,evening,15,19,50,20,5
12419,27,4.5,12.334022,76.618203,12.354022,76.638203,Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,27,morning,15,8,50,9,5
12420,32,5.0,18.994049,72.825203,19.064049,72.895203,Sandstorms,Medium,1,Snack,scooter,1,No,Metropolitian,25,evening,5,18,40,18,45
12421,26,4.9,15.561295,73.749478,15.631295,73.819478,Sunny,Low,0,Meal,motorcycle,1,No,Metropolitian,24,night,5,22,45,22,50
12426,24,4.9,21.160522,72.771477,21.170522,72.781477,Sunny,Low,0,Snack,motorcycle,1,No,Urban,11,morning,15,9,55,10,10
12427,22,4.5,26.902328,75.794257,27.042328,75.934257,Fog,Low,2,Meal,scooter,1,No,Urban,20,night,10,22,35,22,45
12428,34,4.5,27.163303,78.057044,27.173303,78.067044,Fog,Low,0,Meal,motorcycle,0,No,Metropolitian,23,morning,10,8,25,8,35
12429,34,4.6,23.357804,85.325146,23.377804,85.345146,Cloudy,Low,0,Meal,motorcycle,1,No,Metropolitian,29,morning,15,9,50,10,5
12430,35,4.3,12.913041,77.683237,12.923041,77.693237,Stormy,Low,0,Buffet,motorcycle,1,No,Urban,29,morning,10,9,40,9,50
12431,35,5.0,17.433809,78.386744,17.523809,78.476744,Stormy,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,44,evening,5,20,25,20,30
12432,26,4.8,18.520016,73.830547,18.580016,73.890547,Stormy,Low,1,Meal,scooter,1,No,Metropolitian,19,night,10,22,15,22,25
12433,33,4.8,26.902328,75.794257,27.032328,75.924257,Stormy,Low,2,Buffet,electric_scooter,0,No,Urban,15,night,5,23,10,23,15
12437,28,4.9,21.149569,72.772697,21.159569,72.782697,Sandstorms,High,2,Meal,scooter,0,No,Urban,10,morning,10,11,15,11,25
12438,31,4.5,26.766536,75.837333,26.856536,75.927333,Stormy,Jam,2,Buffet,motorcycle,1,No,Urban,29,evening,10,20,20,20,30
12439,39,4.6,17.431668,78.408321,17.471668,78.448321,Sunny,High,2,Snack,motorcycle,1,No,Urban,23,afternoon,5,13,50,13,55
12440,31,4.6,26.911378,75.789034,26.941378,75.819034,Cloudy,Medium,1,Snack,motorcycle,1,No,Urban,19,evening,15,18,30,18,45
12441,33,4.9,11.001753,76.986241,11.091753,77.076241,Stormy,Low,0,Buffet,motorcycle,0,No,Metropolitian,23,night,15,22,50,23,5
12445,24,4.5,19.103249,72.846749,19.113249,72.856749,Windy,Low,2,Drinks,electric_scooter,1,No,Metropolitian,13,morning,5,9,20,9,25
12448,21,4.8,26.911378,75.789034,26.961378,75.839034,Sunny,Jam,1,Meal,scooter,1,No,Metropolitian,18,evening,15,20,35,20,50
12449,27,4.8,23.353783,85.326967,23.363783,85.336967,Sandstorms,Low,1,Drinks,scooter,1,No,Urban,12,morning,15,9,40,9,55
12451,20,4.7,13.005801,80.250744,13.025801,80.270744,Stormy,Low,1,Snack,motorcycle,1,No,Urban,15,morning,5,9,20,9,25
12452,39,4.6,12.972161,77.596014,13.102161,77.726014,Cloudy,Jam,2,Drinks,scooter,2,No,Metropolitian,35,evening,15,20,25,20,40
12454,34,4.6,30.372202,78.077151,30.422202,78.127151,Cloudy,Jam,2,Drinks,scooter,0,No,Metropolitian,25,evening,15,20,15,20,30
12455,35,4.5,12.933284,77.615428,12.993284,77.675428,Fog,Low,1,Buffet,scooter,0,No,Urban,18,night,10,22,55,23,5
12457,20,4.7,18.994049,72.825203,19.034049,72.865203,Windy,Medium,2,Snack,scooter,1,No,Metropolitian,28,afternoon,5,15,40,15,45
12458,23,5.0,13.086438,80.220672,13.216439,80.350672,Cloudy,Jam,2,Drinks,scooter,2,No,Metropolitian,42,evening,5,19,45,19,50
12461,38,4.7,23.218998,77.373573,23.228998,77.383573,Cloudy,High,0,Buffet,motorcycle,1,No,Metropolitian,30,morning,15,11,40,11,55
12463,38,3.8,17.483216,78.552111,17.613216,78.682111,Sandstorms,Jam,2,Snack,scooter,0,No,Metropolitian,40,night,15,21,15,21,30
12467,39,4.7,21.175975,72.795503,21.305975,72.925503,Windy,Jam,1,Drinks,motorcycle,0,No,Metropolitian,26,night,15,21,55,22,10
12468,23,4.6,13.026286,80.275235,13.106286,80.355235,Fog,Jam,1,Buffet,motorcycle,1,No,Metropolitian,30,evening,10,20,15,20,25
12471,34,5.0,19.178321,72.834715,19.258321,72.914715,Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,36,night,5,21,20,21,25
12472,34,4.8,12.979166,77.640709,13.039166,77.700709,Sunny,Jam,1,Drinks,scooter,0,No,Metropolitian,22,evening,15,20,35,20,50
12476,28,4.7,23.359194,85.325447,23.449194,85.415447,Sandstorms,Jam,1,Meal,scooter,1,No,Metropolitian,23,evening,5,20,15,20,20
12477,37,4.7,12.323225,76.630028,12.353225,76.660028,Fog,Jam,0,Meal,motorcycle,1,No,Metropolitian,29,evening,10,20,40,20,50
12479,27,4.6,19.065838,72.832658,19.135838,72.902658,Sandstorms,Low,0,Buffet,motorcycle,1,No,Urban,16,night,15,22,25,22,40
12480,20,4.6,12.323225,76.630028,12.343225,76.650028,Fog,Low,1,Meal,scooter,1,No,Urban,10,morning,10,10,20,10,30
