,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Time_Orderd_hour,Time_Orderd_minute,Time_Order_picked_hour,Time_Order_picked_minute,onground_dist
4679,34.0,4.9,Sunny,Low,1,Meal,scooter,1.0,No,Urban,13,8,20,22,10,
4680,24.0,4.7,Windy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,28,19,45,22,10,
4681,23.0,4.6,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,16,21,10,22,10,
4682,25.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,8,30,22,10,
4683,26.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,21,15,22,10,
4684,23.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,22,20,10,22,10,
4685,22.0,4.0,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,31,21,20,22,10,
4686,22.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,17,55,22,10,
4687,36.0,4.7,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,28,19,40,22,10,
4688,25.0,5.0,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,16,17,10,22,10,
4689,31.0,4.7,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,17,40,22,10,
4690,21.0,4.7,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,17,15,22,10,
4691,33.0,4.7,Sandstorms,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,23,18,20,22,10,
4692,26.0,4.7,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,15,19,55,22,10,
4693,32.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,21,18,15,22,10,
4694,35.0,4.8,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,18,40,22,10,
4695,27.0,4.1,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,37,17,55,22,10,
4696,29.0,4.6,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,12,17,10,22,10,
4697,26.0,4.9,Fog,Jam,0,Drinks,motorcycle,0.0,No,Urban,35,20,35,22,10,
4698,23.0,4.5,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,10,30,22,10,
4699,26.0,4.8,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,24,18,35,22,10,
4700,20.0,4.7,Stormy,Medium,2,Drinks,scooter,0.0,No,Urban,29,18,15,22,10,
4701,36.0,4.8,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,29,20,45,22,10,
4702,36.0,4.2,Stormy,Jam,0,Buffet,motorcycle,1.0,Yes,Urban,43,19,55,22,10,
4703,29.0,4.9,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,22,20,40,22,10,
4704,22.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,16,19,15,22,10,
4705,33.0,4.0,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,36,23,35,22,10,
4706,39.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Urban,38,21,40,22,10,
4707,33.0,4.2,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,19,45,22,10,
4708,23.0,4.8,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,28,22,25,22,10,
4709,38.0,4.6,Windy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,20,18,10,22,10,
4710,35.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,23,30,22,10,
4711,21.0,4.9,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,28,19,25,22,10,
4712,31.0,4.6,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,35,21,15,22,10,
4713,32.0,4.5,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,15,10,20,22,10,
4714,22.0,4.8,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,12,23,10,22,10,
4715,28.0,4.4,Cloudy,Medium,2,Buffet,electric_scooter,2.0,No,Metropolitian,38,17,55,22,10,
4716,37.0,4.6,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,30,11,25,22,10,
4717,23.0,4.8,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,18,8,20,22,10,
4718,23.0,4.7,Stormy,High,2,Meal,scooter,0.0,No,Urban,10,11,50,22,10,
4719,25.0,4.6,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,13,19,20,22,10,
4720,27.0,4.8,Fog,Low,0,Meal,motorcycle,0.0,No,Urban,15,22,50,22,10,
4721,22.0,5.0,Windy,Medium,1,Buffet,motorcycle,0.0,No,Urban,16,18,10,22,10,
4722,33.0,4.6,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Urban,17,17,30,22,10,
4723,20.0,4.9,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,15,20,22,10,
4724,33.0,5.0,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,28,19,55,22,10,
4725,20.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,17,15,22,10,
4726,20.0,4.7,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Urban,22,19,10,22,10,
4727,22.0,4.9,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,15,8,20,22,10,
4728,25.0,4.7,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,28,23,10,22,10,
4729,36.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,23,22,30,22,10,
4730,28.0,4.5,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,26,18,55,22,10,
4731,31.0,4.8,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,22,11,35,22,10,
4732,39.0,4.7,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,19,22,10,22,10,
4733,33.0,4.9,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,18,15,20,22,10,
4734,22.0,4.9,Cloudy,High,0,Meal,motorcycle,0.0,No,Urban,25,12,30,22,10,
4735,31.0,4.8,Cloudy,High,2,Buffet,electric_scooter,1.0,No,Urban,26,11,55,22,10,
4736,37.0,4.4,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,32,19,35,22,10,
4737,34.0,4.9,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,10,25,22,10,
4738,34.0,4.7,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,17,22,50,22,10,
4739,24.0,5.0,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,17,10,45,22,10,
4740,27.0,4.5,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,22,10,22,10,
4741,38.0,4.9,Sunny,High,1,Snack,motorcycle,1.0,No,Metropolitian,20,11,35,22,10,
4742,28.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,23,20,22,10,
4743,35.0,4.7,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,34,12,40,22,10,
4744,24.0,5.0,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,23,25,22,10,
4745,38.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,21,20,22,10,
4746,34.0,4.5,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,16,20,30,22,10,
4747,34.0,4.6,Windy,High,1,Snack,scooter,1.0,No,Urban,34,13,20,22,10,
4748,32.0,4.5,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,23,19,40,22,10,
4749,38.0,4.5,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,33,19,25,22,10,
4750,23.0,4.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,21,19,30,22,10,
4751,26.0,4.6,Sandstorms,High,2,Buffet,scooter,0.0,No,Metropolitian,16,11,40,22,10,
4752,38.0,5.0,Sunny,Low,1,Snack,motorcycle,1.0,No,Urban,12,8,25,22,10,
4753,29.0,4.5,Sandstorms,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,27,19,25,22,10,
4754,29.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,21,55,22,10,
4755,38.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,20,40,22,10,
4756,27.0,4.6,Windy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,22,12,20,22,10,
4757,30.0,4.5,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,36,18,50,22,10,
4758,36.0,4.7,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,26,20,50,22,10,
4759,30.0,4.7,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,30,12,35,22,10,
4760,26.0,4.2,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,20,30,22,10,
4761,37.0,4.7,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,45,20,20,22,10,
4762,21.0,4.8,Sunny,Low,1,Snack,motorcycle,1.0,No,Urban,19,8,45,22,10,
4763,36.0,4.9,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,36,21,55,22,10,
4764,21.0,4.6,Cloudy,Jam,1,Buffet,scooter,1.0,No,Urban,38,19,10,22,10,
4765,35.0,4.4,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,25,8,15,22,10,
4766,33.0,4.8,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,22,50,22,10,
4767,35.0,4.9,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,24,19,30,22,10,
4768,36.0,4.2,Fog,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,43,23,15,22,10,
4769,35.0,4.7,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,27,17,10,22,10,
4770,20.0,3.9,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,49,19,25,22,10,
4771,21.0,4.8,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,13,22,25,22,10,
4772,27.0,4.9,Windy,Jam,2,Snack,motorcycle,1.0,No,Urban,27,19,55,22,10,
4773,32.0,4.8,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,15,15,25,22,10,
4774,22.0,4.9,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,29,23,20,22,10,
4775,34.0,4.3,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,31,18,10,22,10,
4776,39.0,4.0,Sandstorms,High,0,Snack,motorcycle,0.0,No,Metropolitian,36,12,45,22,10,
4777,26.0,4.7,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,16,22,40,22,10,
4778,29.0,4.7,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,42,21,25,22,10,
4779,26.0,4.7,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Metropolitian,22,11,15,22,10,
4780,26.0,4.5,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,19,20,10,22,10,
4781,20.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,9,35,22,10,
4782,32.0,5.0,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,14,9,10,22,10,
4783,22.0,4.9,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,16,18,10,22,10,
4784,27.0,4.5,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,19,20,22,10,
4785,29.0,4.6,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,15,18,15,22,10,
4786,32.0,5.0,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,22,45,22,10,
4787,36.0,4.6,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,21,22,45,22,10,
4788,30.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,28,22,25,22,10,
4789,35.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,23,50,22,10,
4790,21.0,5.0,Sandstorms,Low,2,Snack,scooter,1.0,No,Urban,18,8,10,22,10,
4791,38.0,4.5,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,25,23,40,22,10,
4792,33.0,3.0,Sunny,Low,0,Buffet,motorcycle,2.0,No,Urban,34,22,35,22,10,
4793,20.0,4.7,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,21,25,22,10,
4794,30.0,5.0,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,23,17,35,22,10,
4795,27.0,4.5,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,16,17,15,22,10,
4796,21.0,4.8,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,39,19,35,22,10,
4797,30.0,4.8,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,24,23,40,22,10,
4798,28.0,4.8,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,10,9,15,22,10,
4799,24.0,4.8,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,25,23,45,22,10,
4800,34.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,17,22,50,22,10,
4801,28.0,4.6,Stormy,High,1,Drinks,scooter,1.0,No,Metropolitian,25,12,20,22,10,
4802,31.0,4.2,Windy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,35,19,25,22,10,
4803,38.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Urban,36,18,20,22,10,
4804,37.0,4.2,Sandstorms,High,1,Meal,scooter,0.0,No,Metropolitian,32,11,10,22,10,
4805,27.0,4.8,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,23,19,45,22,10,
4806,29.0,3.9,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Semi-Urban,49,21,15,22,10,
4807,35.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,Yes,Semi-Urban,52,19,20,22,10,
4808,29.0,4.5,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,45,21,15,22,10,
4809,25.0,4.8,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,24,18,15,22,10,
4810,22.0,3.7,Sunny,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,42,20,20,22,10,
4811,21.0,2.6,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,39,23,40,22,10,
4812,32.0,4.0,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,37,19,40,22,10,
4813,25.0,5.0,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,39,21,25,22,10,
4814,22.0,4.9,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,23,22,40,22,10,
4815,28.0,4.3,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,37,17,40,22,10,
4816,23.0,4.6,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,12,23,40,22,10,
4817,28.0,4.5,Windy,Medium,1,Buffet,scooter,1.0,No,Urban,24,18,30,22,10,
4818,38.0,5.0,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Urban,26,21,10,22,10,
4819,36.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,53,21,30,22,10,
4820,24.0,4.3,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,43,20,50,22,10,
4821,28.0,4.5,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,17,30,22,10,
4822,37.0,4.9,Sandstorms,High,1,Snack,motorcycle,1.0,No,Urban,27,14,15,22,10,
4823,33.0,4.9,Cloudy,Jam,2,Drinks,scooter,2.0,No,Urban,41,20,55,22,10,
4824,30.0,4.2,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,34,14,10,22,10,
4825,35.0,4.2,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,34,11,15,22,10,
4826,34.0,4.7,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,30,18,15,22,10,
4827,33.0,4.8,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,26,23,20,22,10,
4828,37.0,4.7,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,23,17,35,22,10,
4829,22.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35,19,10,22,10,
4830,21.0,4.6,Sunny,Jam,1,Meal,scooter,0.0,No,Urban,23,19,10,22,10,
4831,22.0,4.8,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,27,23,35,22,10,
4832,37.0,4.7,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,30,18,30,22,10,
4833,32.0,4.6,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,25,10,35,22,10,
4834,38.0,3.9,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,36,19,45,22,10,
4835,27.0,4.7,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,22,15,22,10,
4836,26.0,4.8,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,16,15,40,22,10,
4837,39.0,4.7,Sunny,High,2,Drinks,motorcycle,0.0,No,Metropolitian,23,14,40,22,10,
4838,21.0,4.4,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,36,20,35,22,10,
4839,24.0,4.8,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,21,18,50,22,10,
4840,24.0,4.4,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,35,19,15,22,10,
4841,38.0,4.6,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,22,21,45,22,10,
4842,24.0,4.7,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,23,12,15,22,10,
4843,31.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,22,30,22,10,
4844,37.0,4.9,Fog,Low,1,Drinks,motorcycle,1.0,No,Urban,29,23,40,22,10,
4845,21.0,4.7,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,16,17,30,22,10,
4846,33.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,10,35,22,10,
4847,36.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34,18,30,22,10,
4848,22.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,22,19,15,22,10,
4849,34.0,4.7,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,19,35,22,10,
4850,23.0,4.8,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,14,17,30,22,10,
4851,35.0,4.7,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,19,50,22,10,
4852,33.0,4.8,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Urban,22,19,30,22,10,
4853,27.0,4.7,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Urban,26,21,10,22,10,
4854,24.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,15,23,30,22,10,
4855,34.0,4.2,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32,19,20,22,10,
4856,39.0,4.7,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,22,20,22,10,
4857,21.0,5.0,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,15,16,40,22,10,
4858,37.0,5.0,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,9,40,22,10,
4859,38.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,22,30,22,10,
4860,33.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,10,35,22,10,
4861,30.0,4.4,Windy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,41,20,45,22,10,
4862,35.0,4.9,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,12,9,35,22,10,
4863,20.0,4.5,Windy,High,0,Snack,motorcycle,0.0,No,Metropolitian,29,12,30,22,10,
4864,24.0,4.5,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,19,10,15,22,10,
4865,30.0,5.0,Sunny,High,2,Snack,scooter,0.0,No,Metropolitian,16,14,40,22,10,
4866,22.0,4.6,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,38,21,45,22,10,
4867,21.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,22,20,22,10,
4868,34.0,4.7,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,30,15,10,22,10,
4869,27.0,4.1,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,32,17,35,22,10,
4870,29.0,4.8,Cloudy,High,1,Meal,motorcycle,2.0,No,Metropolitian,33,14,35,22,10,
4871,28.0,4.9,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,29,17,20,22,10,
4872,21.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,10,10,22,10,
4873,21.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,23,30,22,10,
4874,21.0,4.5,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,21,22,50,22,10,
4875,25.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,8,55,22,10,
4876,38.0,5.0,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,10,22,25,22,10,
4877,23.0,4.0,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,38,21,55,22,10,
4878,39.0,4.6,Sandstorms,High,2,Drinks,scooter,1.0,No,Metropolitian,25,14,40,22,10,
4879,26.0,4.9,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,15,23,25,22,10,
4880,28.0,4.1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,10,25,22,10,
4881,26.0,4.6,Stormy,High,2,Snack,motorcycle,1.0,No,Metropolitian,18,13,55,22,10,
4882,36.0,4.4,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,22,50,22,10,
4883,26.0,4.5,Stormy,High,1,Drinks,motorcycle,1.0,No,Urban,12,12,45,22,10,
4884,35.0,4.5,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,29,22,10,22,10,
4885,27.0,4.8,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Urban,41,18,15,22,10,
4886,32.0,4.7,Windy,High,1,Meal,scooter,1.0,No,Urban,32,11,15,22,10,
4887,24.0,4.7,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,37,17,20,22,10,
4888,22.0,4.7,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,15,18,10,22,10,
4889,39.0,4.7,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,25,11,30,22,10,
4890,24.0,4.9,Stormy,Jam,1,Drinks,scooter,1.0,No,Urban,24,20,25,22,10,
4891,28.0,4.6,Stormy,Medium,2,Meal,motorcycle,0.0,No,Urban,27,17,40,22,10,
4892,37.0,4.9,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,32,18,40,22,10,
4893,38.0,4.6,Windy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,29,9,45,22,10,
4894,37.0,4.9,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,18,30,22,10,
4895,39.0,4.6,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,16,22,35,22,10,
4896,26.0,4.9,Windy,Jam,1,Meal,scooter,1.0,No,Urban,11,19,15,22,10,
4897,20.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,16,45,22,10,
4898,36.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,20,8,15,22,10,
4899,26.0,4.8,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,35,20,55,22,10,
4900,28.0,4.7,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,17,19,15,22,10,
4901,30.0,4.2,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,17,30,22,10,
4902,33.0,4.6,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,17,25,22,10,
4903,29.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,10,55,22,10,
4904,27.0,5.0,Windy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,24,18,55,22,10,
4905,22.0,4.9,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,35,19,35,22,10,
4906,34.0,4.7,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,19,22,40,22,10,
4907,28.0,4.6,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,22,35,22,10,
4908,24.0,4.6,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,26,19,25,22,10,
4909,34.0,4.1,Windy,Low,0,Buffet,motorcycle,0.0,No,Urban,25,22,30,22,10,
4910,29.0,4.9,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,10,23,15,22,10,
4911,38.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,36,22,10,22,10,
4912,28.0,4.2,Fog,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,38,17,50,22,10,
4913,32.0,4.9,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,30,12,35,22,10,
4914,28.0,4.6,Sandstorms,Medium,1,Snack,scooter,0.0,No,Metropolitian,16,18,20,22,10,
4915,21.0,4.7,Stormy,Low,1,Drinks,scooter,0.0,No,Urban,19,10,45,22,10,
4916,27.0,5.0,Sunny,Low,1,Snack,scooter,0.0,No,Urban,21,8,40,22,10,
4917,26.0,4.7,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,24,18,30,22,10,
4918,26.0,4.7,Sandstorms,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,28,11,55,22,10,
4919,30.0,4.8,Sandstorms,High,2,Buffet,scooter,1.0,No,Metropolitian,30,12,10,22,10,
4920,30.0,4.9,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,28,13,45,22,10,
4921,24.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,18,20,40,22,10,
4922,25.0,4.8,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,27,22,40,22,10,
4923,22.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,29,20,35,22,10,
4924,33.0,3.7,Windy,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,35,17,55,22,10,
4925,34.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,21,20,22,10,
4926,33.0,4.7,Fog,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,43,21,55,22,10,
4927,37.0,4.9,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,29,22,40,22,10,
4928,33.0,4.3,Cloudy,Jam,1,Meal,scooter,2.0,No,Urban,38,19,50,22,10,
4929,29.0,4.7,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,24,19,25,22,10,
4930,28.0,4.6,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Urban,26,20,50,22,10,
