,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
9181,32.0,4.7,12.972161,77.596014,13.042161,77.666014,21:55,22:10,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29
9183,20.0,4.8,11.001753,76.986241,11.081753,77.066241,17:10,17:15,Sunny,Medium,1,Snack,scooter,1.0,No,Urban,16
9188,28.0,5.0,23.351489,85.324253,23.401489,85.374253,20:40,20:45,Windy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,13
9189,23.0,4.8,26.849596,75.800512,26.989596,75.940512,18:40,18:45,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25
9193,32.0,4.6,18.543626,73.905101,18.583626,73.945101,12:25,12:40,Stormy,High,1,Snack,scooter,1.0,No,Metropolitian,27
9195,37.0,4.8,22.728163,75.884212,22.788163,75.944212,20:20,20:25,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,28
9197,36.0,5.0,12.981615,80.231598,13.111615,80.361598,22:30,22:45,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,37
9199,29.0,4.9,19.876994,75.372353,19.896994,75.392353,08:10,08:25,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,14
9200,38.0,4.8,19.876428,75.364792,19.926428,75.414792,18:55,19:10,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,31
9201,20.0,4.6,12.975377,77.696664,13.025377,77.746664,17:35,17:45,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,26
9203,28.0,4.0,22.760072,75.892574,22.800072,75.932574,12:55,13:10,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,38
9206,37.0,4.8,17.440827,78.393391,17.480827,78.433391,15:15,15:20,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25
9207,31.0,4.7,19.878028,75.317475,19.958028,75.397475,20:15,20:30,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,47
9209,32.0,5.0,23.357804,85.325146,23.367804,85.335146,08:35,08:40,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,29
9210,38.0,4.3,26.849596,75.800512,26.979596,75.930512,17:30,17:35,Windy,Medium,1,Snack,scooter,2.0,No,Metropolitian,38
9212,27.0,4.9,12.323194,76.630583,12.333194,76.640583,08:55,09:10,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,19
9214,27.0,4.9,17.424114,78.347554,17.484114,78.407554,19:40,19:55,Fog,Jam,2,Buffet,scooter,1.0,No,Urban,31
9217,24.0,4.9,23.353783,85.326967,23.443783,85.416967,22:10,22:15,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20
9218,29.0,4.6,30.361281,78.068022,30.431281,78.138022,20:10,20:15,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,14
9219,31.0,4.9,11.024839,77.007003,11.084839,77.067003,21:30,21:40,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,26
9220,30.0,4.4,27.163303,78.057044,27.193303,78.087044,22:30,22:45,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,27
9221,38.0,4.1,18.636215,73.751081,18.676215,73.791081,15:10,15:20,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,33
9222,24.0,4.9,22.728163,75.884212,22.778163,75.934212,20:40,20:45,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,22
9224,25.0,4.7,13.049645,80.242268,13.069645,80.262268,11:50,11:55,Windy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,26
9225,29.0,5.0,18.563934,73.915367,18.643935,73.995367,23:20,23:35,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,26
9226,36.0,5.0,13.058616,80.264151,13.068616,80.274151,08:40,08:50,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,13
9227,29.0,4.8,12.906229,77.596791,13.036229,77.726791,20:20,20:25,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,17
9230,25.0,4.6,21.149569,72.772697,21.219569,72.842697,18:30,18:45,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,29
9232,35.0,4.5,15.561295,73.749478,15.691295,73.879478,22:35,22:50,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,21
9233,38.0,4.8,12.337928,76.617889,12.357928,76.637889,11:30,11:40,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,28
9234,31.0,5.0,19.091458,72.827808,19.161458,72.897808,21:40,21:55,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,42
9236,27.0,5.0,19.875337,75.316722,19.935337,75.376722,21:30,21:35,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,31
9237,31.0,4.6,21.173493,72.801953,21.263493,72.891953,20:55,21:05,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,38
9238,20.0,5.0,19.874449,75.360232,19.964449,75.450232,20:15,20:30,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,28
9242,27.0,4.7,11.025083,77.015393,11.095083,77.085393,20:35,20:40,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,40
9246,34.0,3.9,10.028047,76.310019,10.098047,76.380019,21:50,22:05,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,36
9249,35.0,4.6,22.310526,73.170937,22.400526,73.260937,22:50,22:55,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21
9250,20.0,5.0,18.546947,73.900626,18.586947,73.940626,14:20,14:30,Cloudy,High,2,Snack,scooter,0.0,No,Metropolitian,27
9253,30.0,4.6,12.972793,80.249982,13.102793,80.379982,19:50,19:55,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,27
9256,35.0,4.8,22.577821,88.400581,22.687821,88.510581,18:15,18:20,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,30
9258,38.0,4.4,15.546594,73.760431,15.556594,73.770431,10:25,10:30,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23
9259,34.0,3.5,22.526461,88.364453,22.636461,88.474453,19:15,19:25,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,31
9262,34.0,4.7,22.310329,73.169083,22.380329,73.239083,17:25,17:30,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38
9263,22.0,4.9,12.323194,76.630583,12.363194,76.670583,14:35,14:50,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,27
9265,23.0,4.7,13.066762,80.251865,13.076762,80.261865,10:55,11:05,Fog,Low,1,Meal,motorcycle,1.0,No,Urban,12
9267,21.0,5.0,26.473698,80.352677,26.523698,80.402677,17:25,17:30,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,29
9271,35.0,4.7,11.022477,76.995667,11.132477,77.105667,21:40,21:55,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,27
9272,34.0,4.5,22.745049,75.892471,22.855049,76.002471,19:50,19:55,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,44
9277,27.0,4.7,21.170798,72.790489,21.210798,72.830489,13:10,13:15,Sunny,High,1,Meal,scooter,1.0,No,Metropolitian,12
9278,25.0,4.6,19.121999,72.908493,19.131999,72.918493,08:55,09:05,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,17
9279,31.0,4.9,26.849596,75.800512,26.929596,75.880512,21:35,21:50,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,17
9282,20.0,5.0,21.157729,72.768726,21.287729,72.898726,18:50,19:05,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27
9283,37.0,4.9,26.911378,75.789034,27.001378,75.879034,20:40,20:50,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,48
9284,38.0,5.0,18.554382,73.798206,18.634382,73.878206,17:25,17:35,Cloudy,Medium,2,Snack,scooter,2.0,No,Metropolitian,36
9285,20.0,5.0,12.906229,77.596791,12.986229,77.676791,19:50,19:55,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,37
9288,30.0,4.8,12.284747,76.625861,12.334747,76.675861,20:30,20:40,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,29
9289,36.0,4.3,19.880256,75.323503,19.900256,75.343503,08:55,09:05,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,33
9290,33.0,4.9,19.065838,72.832658,19.085838,72.852658,09:55,10:05,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,24
9292,25.0,4.8,22.311603,73.165012,22.381603,73.235012,21:40,21:55,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,11
9293,25.0,5.0,26.911378,75.789034,26.941378,75.819034,20:35,20:45,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,29
9298,35.0,4.9,12.323225,76.630028,12.333225,76.640028,11:35,11:50,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,47
9301,34.0,4.6,12.297954,76.665169,12.317954,76.685169,09:30,09:35,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,26
9303,20.0,4.7,22.552672,88.352885,22.602672,88.402885,17:30,17:40,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,15
9304,27.0,4.8,22.753839,75.897429,22.833838,75.977429,19:40,19:50,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,40
9305,37.0,3.5,12.311072,76.654878,12.441072,76.784878,17:20,17:35,Stormy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,38
9306,29.0,4.6,12.934365,77.616155,13.004365,77.686155,17:25,17:35,Stormy,Medium,2,Meal,scooter,1.0,No,Urban,18
9307,30.0,4.6,19.221315,72.862381,19.331315,72.972381,22:25,22:30,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19
9308,26.0,4.8,12.325461,76.632278,12.345461,76.652278,09:10,09:25,Windy,Low,1,Meal,scooter,0.0,No,Urban,15
9309,37.0,4.9,26.914142,75.805704,27.044142,75.935704,23:35,23:45,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,35
9310,39.0,4.7,26.921411,75.793604,27.061411,75.933604,19:40,19:50,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37
9311,27.0,4.5,26.482581,80.315628,26.522581,80.355628,16:20,16:25,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,10
9312,21.0,4.8,23.184992,77.417227,23.254992,77.487227,23:20,23:30,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,18
9313,35.0,4.7,12.972161,77.596014,13.032161,77.656014,21:20,21:30,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,44
9315,25.0,4.7,26.482581,80.315628,26.492581,80.325628,10:30,10:35,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,19
9316,38.0,4.6,19.121999,72.908493,19.151999,72.938493,19:10,19:15,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,31
9318,27.0,4.7,22.745536,75.893106,22.835536,75.983106,20:20,20:35,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,27
9319,39.0,4.9,30.895817,75.813112,31.035817,75.953112,21:40,21:45,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,42
9320,31.0,4.5,12.949934,77.699386,12.989934,77.739386,12:40,12:50,Stormy,High,2,Buffet,motorcycle,0.0,No,Metropolitian,25
9322,25.0,5.0,23.351489,85.324253,23.381489,85.354253,23:10,23:15,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21
9323,37.0,4.9,13.027018,80.254791,13.057018,80.284791,19:10,19:25,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,31
9324,23.0,4.6,23.355164,85.324097,23.485164,85.454097,19:20,19:30,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,41
9325,39.0,4.6,21.160437,72.774209,21.170437,72.784209,09:10,09:15,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26
9326,27.0,4.5,21.157729,72.768726,21.207729,72.818726,17:25,17:30,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,21
9327,34.0,4.9,12.981615,80.231598,13.021615,80.271598,16:55,17:05,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Urban,26
9329,33.0,4.8,15.585658,73.743606,15.635658,73.793606,20:15,20:25,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,23
9330,23.0,4.8,12.316967,76.603067,12.326967,76.613067,09:15,09:30,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,22
9331,31.0,4.6,23.359194,85.325447,23.409194,85.375447,20:20,20:30,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,21
9334,39.0,4.9,22.311603,73.165012,22.381603,73.235012,17:10,17:20,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30
9335,36.0,4.5,22.725748,75.898497,22.815748,75.988497,17:45,17:55,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25
9339,31.0,4.0,22.311358,73.164798,22.421358,73.274798,19:20,19:35,Stormy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,47
9341,39.0,4.6,17.410371,78.437225,17.490371,78.517225,17:15,17:30,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,15
9343,38.0,4.9,12.316967,76.603067,12.356967,76.643067,14:20,14:25,Stormy,High,2,Drinks,scooter,0.0,No,Metropolitian,28
9346,31.0,4.6,22.307898,73.167788,22.367898,73.227788,23:45,23:55,Stormy,Low,2,Snack,scooter,1.0,No,Urban,20
9347,30.0,4.9,27.163303,78.057044,27.243303,78.137044,19:40,19:45,Fog,Jam,2,Snack,motorcycle,2.0,Yes,Metropolitian,47
9348,20.0,4.6,30.893244,75.821817,30.933244,75.861817,15:20,15:30,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,19
9349,32.0,4.0,13.058616,80.264151,13.098616,80.304151,12:40,12:50,Sandstorms,High,2,Buffet,motorcycle,1.0,No,Metropolitian,34
9351,34.0,3.7,22.722634,75.886959,22.852634,76.016959,18:40,18:55,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,38
9353,38.0,4.6,26.910262,75.783013,26.960262,75.833013,17:50,17:55,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,26
9354,32.0,4.8,30.899584,75.809346,30.909584,75.819346,10:55,11:05,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,29
9355,28.0,4.8,26.849596,75.800512,26.899596,75.850512,19:30,19:45,Windy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,17
9356,23.0,5.0,11.003681,76.975525,11.093681,77.065525,23:10,23:15,Windy,Low,2,Buffet,electric_scooter,0.0,No,Urban,17
9357,39.0,4.0,22.732225,75.874765,22.792225,75.934765,21:40,21:55,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44
9358,29.0,4.7,23.416792,85.316842,23.476792,85.376842,18:10,18:25,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,19
9359,39.0,4.4,13.029198,77.570997,13.099198,77.640997,17:35,17:45,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,37
9360,25.0,4.7,13.054347,80.257221,13.164347,80.367221,18:35,18:45,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,27
9362,32.0,4.8,18.593481,73.785901,18.613481,73.805901,10:40,10:45,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,28
9363,37.0,4.1,19.176269,72.836721,19.216269,72.876721,12:30,12:35,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,39
9364,38.0,4.7,25.454697,81.834492,25.594697,81.974492,21:50,22:05,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,27
9365,27.0,4.6,12.906229,77.596791,13.016229,77.706791,22:55,23:10,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,28
9367,26.0,4.6,27.160934,78.044095,27.300934,78.184095,22:40,22:55,Stormy,Low,1,Snack,scooter,0.0,No,Urban,16
9369,25.0,4.5,11.000762,76.981876,11.050762,77.031876,17:25,17:35,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,20
9370,27.0,4.2,11.026117,76.944652,11.136117,77.054652,20:50,21:05,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,34
9371,36.0,4.6,21.149669,72.772629,21.259669,72.882629,20:35,20:50,Cloudy,Jam,0,Snack,motorcycle,3.0,No,Urban,50
9375,32.0,4.7,13.026279,80.174568,13.066279,80.214568,13:35,13:40,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,20
9376,25.0,4.5,23.351489,85.324253,23.401489,85.374253,19:55,20:10,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,18
9381,35.0,4.7,17.431668,78.408321,17.441668,78.418321,08:50,09:05,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,27
9382,21.0,4.9,18.593481,73.785901,18.723481,73.915901,21:25,21:35,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,30
9386,22.0,4.0,22.753659,75.903365,22.863659,76.013365,19:55,20:10,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31
9387,23.0,4.5,12.979166,77.640709,13.059166,77.720709,19:40,19:50,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,49
9388,31.0,4.7,12.311072,76.654878,12.441072,76.784878,22:40,22:45,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,28
9389,35.0,4.6,17.431668,78.408321,17.561668,78.538321,19:40,19:50,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Urban,49
9390,27.0,4.6,17.431668,78.408321,17.471668,78.448321,12:30,12:35,Sunny,High,2,Buffet,motorcycle,0.0,No,Urban,19
9391,34.0,4.9,13.049645,80.242268,13.079645,80.272268,23:10,23:15,Sunny,Low,1,Snack,scooter,1.0,No,Urban,17
9392,34.0,3.1,19.103249,72.846749,19.213249,72.956749,23:45,23:55,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,32
9393,36.0,4.2,13.058616,80.264151,13.168616,80.374151,17:50,18:05,Windy,Medium,1,Drinks,scooter,1.0,No,Urban,36
9395,33.0,4.9,12.972161,77.596014,13.022161,77.646014,21:10,21:20,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,27
9396,38.0,4.0,10.027014,76.308053,10.057014,76.338053,20:30,20:45,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,32
9397,21.0,4.8,21.149669,72.772629,21.179669,72.802629,21:15,21:20,Windy,Jam,2,Drinks,motorcycle,1.0,No,Urban,26
9400,22.0,4.9,12.933298,77.614293,12.973298,77.654293,12:15,12:25,Windy,High,1,Buffet,motorcycle,1.0,No,Urban,11
9401,38.0,4.9,11.022477,76.995667,11.042477,77.015667,11:40,11:50,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,35
9406,39.0,3.5,22.695207,75.866059,22.805207,75.976059,19:40,19:55,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,42
9408,35.0,4.4,19.065838,72.832658,19.195838,72.962658,19:25,19:30,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,41
9412,31.0,4.1,12.913041,77.683237,12.953041,77.723237,16:40,16:45,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,31
9415,34.0,4.9,12.975377,77.696664,13.065377,77.786664,23:10,23:15,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,24
9416,26.0,5.0,26.913483,75.803139,26.923483,75.813139,09:10,09:20,Cloudy,Low,2,Buffet,scooter,0.0,No,Urban,12
9417,22.0,4.6,13.086438,80.220672,13.166438,80.300672,19:25,19:30,Windy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,18
9418,25.0,4.6,10.994136,76.963303,11.054136,77.023303,21:25,21:35,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,23
9421,23.0,3.3,19.207222,72.972281,19.297222,73.062281,22:20,22:25,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,31
9422,26.0,4.7,19.207222,72.972281,19.227222,72.992281,09:30,09:45,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20
9423,20.0,4.8,26.913987,75.752891,26.953987,75.792891,16:15,16:25,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,27
9425,25.0,5.0,22.310329,73.169083,22.390329,73.249083,20:30,20:45,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,23
9427,31.0,4.9,12.933298,77.614293,12.963298,77.644293,19:25,19:40,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,46
9428,20.0,4.7,21.175975,72.795503,21.305975,72.925503,21:40,21:45,Cloudy,Jam,1,Meal,motorcycle,1.0,Yes,Metropolitian,44
9432,34.0,4.8,21.149569,72.772697,21.189569,72.812697,12:35,12:40,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Metropolitian,25
9433,35.0,4.4,12.297954,76.665169,12.357954,76.725169,18:40,18:55,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37
9434,25.0,4.7,30.895204,75.822103,30.945204,75.872103,22:55,23:05,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,15
9435,25.0,4.9,13.081878,80.248519,13.191878,80.358519,20:25,20:30,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,15
9436,24.0,4.6,22.527893,88.368628,22.547893,88.388628,09:40,09:55,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,11
9437,35.0,4.6,22.310329,73.169083,22.400329,73.259083,22:40,22:55,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,17
9440,20.0,4.6,26.492106,80.327797,26.532106,80.367797,13:20,13:35,Sandstorms,High,0,Meal,motorcycle,0.0,No,Urban,20
9443,30.0,4.9,23.371292,85.327872,23.401292,85.357872,20:20,20:35,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26
9444,21.0,5.0,22.761593,75.886362,22.871593,75.996362,22:35,22:45,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,10
9445,27.0,4.7,21.186884,72.793616,21.266884,72.873616,19:55,20:10,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,15
9446,20.0,4.8,12.284747,76.625861,12.414747,76.755861,17:50,18:05,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,24
9448,32.0,4.4,18.592718,73.773572,18.632718,73.813572,15:55,16:10,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38
9449,24.0,4.7,22.751857,75.866699,22.791857,75.906699,12:20,12:30,Sunny,High,1,Drinks,motorcycle,0.0,No,Metropolitian,10
9450,34.0,4.4,26.921411,75.793604,27.061411,75.933604,17:15,17:20,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,35
9451,31.0,4.3,18.554382,73.798206,18.584382,73.828206,22:20,22:25,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,33
9452,34.0,4.7,12.304569,76.643622,12.414569,76.753622,18:20,18:25,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,28
9457,29.0,4.9,22.311603,73.165012,22.351603,73.205012,16:50,17:05,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27
9458,27.0,4.6,12.337978,76.616792,12.427978,76.706792,17:15,17:30,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,16
9459,27.0,4.8,13.066762,80.251865,13.136762,80.321865,20:30,20:35,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,18
9464,36.0,4.9,17.431668,78.408321,17.511668,78.488321,23:15,23:20,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,24
9466,35.0,4.1,13.054347,80.257221,13.064347,80.267221,10:15,10:25,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23
9467,36.0,4.9,13.091809,80.219104,13.131809,80.259104,12:55,13:05,Stormy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,35
9469,39.0,4.2,10.003064,76.307589,10.043064,76.347589,13:40,13:50,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,32
9473,36.0,4.4,13.026279,80.174568,13.136279,80.284568,21:55,22:05,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,36
9474,36.0,4.7,22.310329,73.169083,22.340329,73.199083,19:50,20:05,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,45
9477,29.0,4.5,12.934179,77.615797,13.064179,77.745797,17:20,17:30,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,25
9480,28.0,4.4,22.745049,75.892471,22.875049,76.022471,21:15,21:20,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,40
9482,33.0,4.6,12.975996,80.221898,13.015996,80.261898,14:35,14:40,Sunny,High,1,Meal,motorcycle,1.0,No,Urban,23
9483,32.0,4.7,26.483672,80.320708,26.533672,80.370708,19:25,19:30,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,29
9485,32.0,4.9,22.551084,88.354127,22.621084,88.424127,17:40,17:45,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,22
9487,31.0,4.6,19.876106,75.340775,19.906106,75.370775,21:30,21:40,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,26
9488,34.0,4.3,19.221315,72.862381,19.261315,72.902381,16:45,16:50,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,33
9489,20.0,5.0,17.431668,78.408321,17.461668,78.438321,20:55,21:10,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35
9491,28.0,4.8,17.451976,78.385883,17.541976,78.475883,20:40,20:50,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,43
9493,27.0,4.3,13.049645,80.242268,13.079645,80.272268,22:10,22:15,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,24
9494,36.0,4.9,25.451646,81.832796,25.591646,81.972796,22:15,22:20,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,20
9495,24.0,4.9,12.986047,80.218114,13.016047,80.248114,21:35,21:45,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,25
9496,36.0,4.0,19.065838,72.832658,19.175838,72.942658,23:30,23:35,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,36
9497,20.0,4.9,11.025083,77.015393,11.115083,77.105393,21:25,21:40,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,10
9499,32.0,3.8,13.029198,77.570997,13.099198,77.640997,20:40,20:55,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,32
9500,39.0,4.8,12.337928,76.617889,12.377928,76.657889,15:25,15:40,Sunny,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,17
9501,21.0,4.8,22.760072,75.892574,22.830072,75.962574,22:10,22:15,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22
9502,20.0,4.7,12.913041,77.683237,13.023041,77.793237,22:25,22:35,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22
